"n_recordings_sampled","sample_number","minimum_confidence_threshold","n_species_correctly_detected","n_species_incorrectly_detected","total_species_detected"
20,1,0.9,6,2,28
20,1,0.95,6,2,28
20,2,0.15,18,15,34
20,2,0.9,12,2,34
20,2,0.95,11,1,34
20,3,0.15,11,19,30
20,3,0.9,5,1,30
20,3,0.95,5,1,30
20,4,0.15,12,17,30
20,4,0.9,9,1,30
20,4,0.95,8,0,30
20,5,0.15,16,21,37
20,5,0.9,8,4,37
20,5,0.95,5,3,37
20,6,0.15,20,23,39
20,6,0.9,10,1,39
20,6,0.95,10,0,39
20,7,0.15,15,21,31
20,7,0.9,8,4,31
20,7,0.95,7,4,31
20,8,0.15,14,21,37
20,8,0.9,8,5,37
20,8,0.95,7,5,37
20,9,0.15,17,25,37
20,9,0.9,9,4,37
20,9,0.95,8,3,37
20,10,0.15,22,26,39
20,10,0.9,13,1,39
20,10,0.95,9,0,39
20,11,0.15,20,24,36
20,11,0.9,9,1,36
20,11,0.95,9,0,36
20,12,0.15,14,30,32
20,12,0.9,10,1,32
20,12,0.95,9,0,32
20,13,0.15,15,22,34
20,13,0.9,10,1,34
20,13,0.95,8,1,34
20,14,0.15,15,23,32
20,14,0.9,12,5,32
20,14,0.95,7,3,32
20,15,0.15,18,21,36
20,15,0.9,8,2,36
20,15,0.95,6,2,36
20,16,0.15,15,25,32
20,16,0.9,11,2,32
20,16,0.95,9,1,32
20,17,0.15,19,23,33
20,17,0.9,12,2,33
20,17,0.95,11,2,33
20,18,0.15,17,26,35
20,18,0.9,9,4,35
20,18,0.95,8,1,35
20,19,0.15,20,23,39
20,19,0.9,15,3,39
20,19,0.95,10,1,39
20,20,0.15,13,23,35
20,20,0.9,8,3,35
20,20,0.95,5,2,35
20,21,0.15,15,28,34
20,21,0.9,8,4,34
20,21,0.95,7,3,34
20,22,0.15,19,15,37
20,22,0.9,13,1,37
20,22,0.95,12,0,37
20,23,0.15,15,26,26
20,23,0.9,11,5,26
20,23,0.95,11,3,26
20,24,0.15,19,22,36
20,24,0.9,11,0,36
20,24,0.95,9,0,36
20,25,0.15,20,29,35
20,25,0.9,14,3,35
20,25,0.95,13,1,35
20,26,0.15,16,21,36
20,26,0.9,9,0,36
20,26,0.95,6,0,36
20,27,0.15,14,24,32
20,27,0.9,8,4,32
20,27,0.95,7,3,32
20,28,0.15,21,22,38
20,28,0.9,14,5,38
20,28,0.95,12,3,38
20,29,0.15,15,23,36
20,29,0.9,8,2,36
20,29,0.95,6,1,36
20,30,0.15,20,22,36
20,30,0.9,14,3,36
20,30,0.95,12,1,36
20,31,0.15,15,22,34
20,31,0.9,10,1,34
20,31,0.95,8,1,34
20,32,0.15,10,21,29
20,32,0.9,6,4,29
20,32,0.95,6,2,29
20,33,0.15,12,22,34
20,33,0.9,8,2,34
20,33,0.95,8,1,34
20,34,0.15,14,18,29
20,34,0.9,10,2,29
20,34,0.95,9,1,29
20,35,0.15,15,22,34
20,35,0.9,10,4,34
20,35,0.95,9,2,34
20,36,0.15,14,17,30
20,36,0.9,9,2,30
20,36,0.95,9,2,30
20,37,0.15,15,24,32
20,37,0.9,9,2,32
20,37,0.95,7,2,32
20,38,0.15,20,25,30
20,38,0.9,11,4,30
20,38,0.95,11,3,30
20,39,0.15,16,23,37
20,39,0.9,8,1,37
20,39,0.95,7,1,37
20,40,0.15,11,21,31
20,40,0.9,7,3,31
20,40,0.95,7,3,31
20,41,0.15,19,28,39
20,41,0.9,12,2,39
20,41,0.95,10,0,39
20,42,0.15,19,18,36
20,42,0.9,12,0,36
20,42,0.95,11,0,36
20,43,0.15,15,25,35
20,43,0.9,6,0,35
20,43,0.95,5,0,35
20,44,0.15,20,26,40
20,44,0.9,12,1,40
20,44,0.95,11,1,40
20,45,0.15,19,21,38
20,45,0.9,14,3,38
20,45,0.95,11,2,38
20,46,0.15,23,22,32
20,46,0.9,10,2,32
20,46,0.95,9,1,32
20,47,0.15,14,20,24
20,47,0.9,7,0,24
20,47,0.95,7,0,24
20,48,0.15,12,24,26
20,48,0.9,6,2,26
20,48,0.95,5,1,26
20,49,0.15,16,18,34
20,49,0.9,9,2,34
20,49,0.95,7,0,34
20,50,0.15,18,23,37
20,50,0.9,12,2,37
20,50,0.95,9,2,37
20,51,0.15,16,27,37
20,51,0.9,9,1,37
20,51,0.95,8,1,37
20,52,0.15,16,15,34
20,52,0.9,10,0,34
20,52,0.95,9,0,34
20,53,0.15,19,23,33
20,53,0.9,11,2,33
20,53,0.95,10,1,33
20,54,0.15,20,23,32
20,54,0.9,10,2,32
20,54,0.95,8,0,32
20,55,0.15,17,31,36
20,55,0.9,10,3,36
20,55,0.95,9,2,36
20,56,0.15,13,15,30
20,56,0.9,8,1,30
20,56,0.95,8,1,30
20,57,0.15,19,22,37
20,57,0.9,13,3,37
20,57,0.95,12,3,37
20,58,0.15,12,19,26
20,58,0.9,9,0,26
20,58,0.95,9,0,26
20,59,0.15,17,22,36
20,59,0.9,13,1,36
20,59,0.95,11,0,36
20,60,0.15,21,25,44
20,60,0.9,14,2,44
20,60,0.95,12,1,44
20,61,0.15,18,28,33
20,61,0.9,9,2,33
20,61,0.95,5,2,33
20,62,0.15,14,21,29
20,62,0.9,8,3,29
20,62,0.95,6,2,29
20,63,0.15,15,20,33
20,63,0.9,11,3,33
20,63,0.95,8,1,33
20,64,0.15,11,23,28
20,64,0.9,7,3,28
20,64,0.95,6,2,28
20,65,0.15,21,21,35
20,65,0.9,12,2,35
20,65,0.95,11,0,35
20,66,0.15,12,24,29
20,66,0.9,5,5,29
20,66,0.95,4,3,29
20,67,0.15,11,13,30
20,67,0.9,7,1,30
20,67,0.95,7,0,30
20,68,0.15,16,22,34
20,68,0.9,12,4,34
20,68,0.95,10,2,34
20,69,0.15,15,24,35
20,69,0.9,9,4,35
20,69,0.95,7,2,35
20,70,0.15,13,24,35
20,70,0.9,10,2,35
20,70,0.95,8,1,35
20,71,0.15,11,27,27
20,71,0.9,7,5,27
20,71,0.95,6,3,27
20,72,0.15,16,21,26
20,72,0.9,9,2,26
20,72,0.95,7,1,26
20,73,0.15,17,22,32
20,73,0.9,7,2,32
20,73,0.95,7,1,32
20,74,0.15,16,20,35
20,74,0.9,9,0,35
20,74,0.95,6,0,35
20,75,0.15,22,25,39
20,75,0.9,14,3,39
20,75,0.95,9,3,39
20,76,0.15,14,16,35
20,76,0.9,11,2,35
20,76,0.95,9,1,35
20,77,0.15,17,16,30
20,77,0.9,13,0,30
20,77,0.95,11,0,30
20,78,0.15,10,23,28
20,78,0.9,6,1,28
20,78,0.95,5,0,28
20,79,0.15,16,23,33
20,79,0.9,13,4,33
20,79,0.95,11,3,33
20,80,0.15,17,31,34
20,80,0.9,9,2,34
20,80,0.95,6,2,34
20,81,0.15,20,26,37
20,81,0.9,17,4,37
20,81,0.95,15,3,37
20,82,0.15,12,18,33
20,82,0.9,10,2,33
20,82,0.95,10,0,33
20,83,0.15,19,29,38
20,83,0.9,11,3,38
20,83,0.95,9,2,38
20,84,0.15,19,24,35
20,84,0.9,10,1,35
20,84,0.95,7,1,35
20,85,0.15,18,28,35
20,85,0.9,11,2,35
20,85,0.95,9,2,35
20,86,0.15,21,20,36
20,86,0.9,13,2,36
20,86,0.95,11,2,36
20,87,0.15,14,20,31
20,87,0.9,10,1,31
20,87,0.95,9,1,31
20,88,0.15,13,22,41
20,88,0.9,10,1,41
20,88,0.95,9,1,41
20,89,0.15,16,23,26
20,89,0.9,11,3,26
20,89,0.95,10,2,26
20,90,0.15,11,25,33
20,90,0.9,8,2,33
20,90,0.95,8,1,33
20,91,0.15,16,22,35
20,91,0.9,9,2,35
20,91,0.95,6,1,35
20,92,0.15,15,26,31
20,92,0.9,12,5,31
20,92,0.95,11,2,31
20,93,0.15,16,29,36
20,93,0.9,12,4,36
20,93,0.95,12,2,36
20,94,0.15,16,12,30
20,94,0.9,8,0,30
20,94,0.95,6,0,30
20,95,0.15,19,23,38
20,95,0.9,9,3,38
20,95,0.95,8,2,38
20,96,0.15,19,19,36
20,96,0.9,13,2,36
20,96,0.95,10,2,36
20,97,0.15,12,25,32
20,97,0.9,4,4,32
20,97,0.95,4,3,32
20,98,0.15,17,27,31
20,98,0.9,13,2,31
20,98,0.95,12,2,31
20,99,0.15,26,24,38
20,99,0.9,19,4,38
20,99,0.95,16,4,38
20,100,0.15,14,26,28
20,100,0.9,7,2,28
20,100,0.95,5,0,28
20,101,0.15,13,19,31
20,101,0.9,9,1,31
20,101,0.95,8,0,31
20,102,0.15,15,21,35
20,102,0.9,12,0,35
20,102,0.95,10,0,35
20,103,0.15,15,23,35
20,103,0.9,11,2,35
20,103,0.95,9,1,35
20,104,0.15,13,20,29
20,104,0.9,9,1,29
20,104,0.95,7,1,29
20,105,0.15,11,23,31
20,105,0.9,7,2,31
20,105,0.95,6,0,31
20,106,0.15,18,14,39
20,106,0.9,11,2,39
20,106,0.95,9,1,39
20,107,0.15,18,20,37
20,107,0.9,10,1,37
20,107,0.95,7,0,37
20,108,0.15,15,29,34
20,108,0.9,5,2,34
20,108,0.95,4,1,34
20,109,0.15,18,26,36
20,109,0.9,13,2,36
20,109,0.95,10,0,36
20,110,0.15,20,22,33
20,110,0.9,14,1,33
20,110,0.95,11,1,33
20,111,0.15,15,15,34
20,111,0.9,11,0,34
20,111,0.95,9,0,34
20,112,0.15,16,30,30
20,112,0.9,13,3,30
20,112,0.95,11,1,30
20,113,0.15,16,24,35
20,113,0.9,11,1,35
20,113,0.95,7,0,35
20,114,0.15,13,18,31
20,114,0.9,11,2,31
20,114,0.95,9,1,31
20,115,0.15,14,18,29
20,115,0.9,10,4,29
20,115,0.95,10,2,29
20,116,0.15,19,30,32
20,116,0.9,10,2,32
20,116,0.95,9,1,32
20,117,0.15,12,24,39
20,117,0.9,11,1,39
20,117,0.95,6,0,39
20,118,0.15,20,17,34
20,118,0.9,14,2,34
20,118,0.95,12,2,34
20,119,0.15,12,24,24
20,119,0.9,6,2,24
20,119,0.95,5,2,24
20,120,0.15,12,22,25
20,120,0.9,5,3,25
20,120,0.95,4,3,25
20,121,0.15,17,20,29
20,121,0.9,7,3,29
20,121,0.95,7,3,29
20,122,0.15,12,20,30
20,122,0.9,6,2,30
20,122,0.95,5,2,30
20,123,0.15,17,24,38
20,123,0.9,14,1,38
20,123,0.95,8,1,38
20,124,0.15,18,26,34
20,124,0.9,11,0,34
20,124,0.95,10,0,34
20,125,0.15,13,26,33
20,125,0.9,8,0,33
20,125,0.95,8,0,33
20,126,0.15,16,22,33
20,126,0.9,6,1,33
20,126,0.95,6,0,33
20,127,0.15,13,23,28
20,127,0.9,9,2,28
20,127,0.95,8,2,28
20,128,0.15,20,25,35
20,128,0.9,13,5,35
20,128,0.95,13,4,35
20,129,0.15,15,26,33
20,129,0.9,9,1,33
20,129,0.95,8,1,33
20,130,0.15,11,21,30
20,130,0.9,8,2,30
20,130,0.95,4,1,30
20,131,0.15,13,23,27
