"correct_identification","recording_id","recording_name","common_name","species_num_in_recording","confidence_higher_than","max_conf","n_species_target","start_times","annotated_species_list","first_detection_with_1st_threshold_confidence","first_detection_with_2nd_threshold_confidence","first_detection_with_3rd_threshold_confidence","first_detection_with_4th_threshold_confidence","first_detection_with_5th_threshold_confidence"
"?",23,"Aurignac/138/S4A10954_20210503_070000.wav","Common Cuckoo",3,0.75,"0.7540",13,"3M 56S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",236,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_070000.wav","Eurasian Blue Tit",8,0.75,"0.7657",13,"15M 11S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",911,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_070000.wav","Eurasian Skylark",11,0.8,"0.8304",13,"18M 52S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",1132,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_070000.wav","European Turtle-Dove",12,0.95,"0.9902",13,"10M 30S, 10M 32S, 10M 34S, 11M 29S, 11M 30S, 11M 31S, 11M 32S, 11M 35S, 11M 36S, 11M 37S, 11M 41S, 12M 23S, 12M 24S, 12M 25S, 12M 26S, 12M 27S, 12M 28S, 12M 29S, 12M 30S, 12M 31S, 14M 8S, 14M 10S, 14M 12S, 14M 19S, 15M 45S, 15M 48S, 15M 49S, 15M 50S, 15M 51S, 15M 55S, 17M 48S, 19M 48S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",630,632,632,632,NA
"?",23,"Aurignac/138/S4A10954_20210503_070000.wav","Greater Whitethroat",13,0.95,"0.9889",13,"59S, 2M 59S, 12M 16S, 13M 52S, 13M 53S, 13M 54S, 13M 55S, 14M 5S, 14M 40S, 18M 1S, 18M 2S, 18M 21S, 18M 24S, 18M 43S, 19M 0S, 19M 1S, 19M 36S, 19M 37S, 19M 38S, 19M 48S, 19M 50S, 19M 51S, 19M 54S, 19M 55S, 19M 56S, 19M 58S, 19M 59S, 20M 0S, 20M 3S, 20M 4S, 20M 8S, 20M 9S, 20M 10S, 20M 11S, 20M 13S, 20M 14S, 20M 15S, 20M 16S, 20M 18S, 20M 19S, 20M 20S, 20M 21S, 20M 27S, 20M 28S, 24M 7S, 24M 8S, 24M 33S, 24M 50S, 24M 55S, 25M 31S, 25M 32S, 25M 33S, 25M 35S, 26M 10S, 26M 30S, 26M 35S, 27M 18S, 27M 23S, 27M 37S, 27M 39S, 27M 49S, 27M 50S, 27M 53S, 27M 54S, 27M 55S, 28M 16S, 28M 17S, 28M 18S, 28M 32S, 28M 33S, 28M 39S, 28M 40S, 28M 41S, 28M 47S, 28M 48S, 28M 52S, 28M 53S, 29M 0S, 29M 1S, 29M 3S, 29M 7S, 29M 8S, 29M 9S, 29M 12S, 29M 13S, 29M 15S, 29M 16S, 29M 20S, 29M 21S, 29M 25S, 29M 26S, 29M 27S, 29M 29S, 29M 40S, 29M 49S, 29M 50S, 29M 55S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",59,736,834,1123,1196
"?",23,"Aurignac/138/S4A10954_20210503_080000.wav","Common Nightingale",4,0.85,"0.8780",13,"19M 14S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",1154,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_080000.wav","Eurasian Hoopoe",10,0.8,"0.8468",13,"26M 39S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",1599,1599,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_080000.wav","Eurasian Skylark",11,0.8,"0.8304",13,"5M 22S, 6M 2S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",322,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_080000.wav","European Turtle-Dove",12,0.95,"0.9902",13,"18M 15S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",1095,1095,1095,1095,NA
"?",23,"Aurignac/138/S4A10954_20210503_080000.wav","Greater Whitethroat",13,0.95,"0.9889",13,"1M 8S, 2M 10S, 2M 11S, 2M 12S, 2M 43S, 2M 52S, 2M 53S, 2M 57S, 4M 48S, 4M 49S, 4M 55S, 5M 5S, 7M 59S, 8M 0S, 8M 5S, 8M 20S, 8M 21S, 8M 55S, 8M 56S, 9M 2S, 9M 3S, 9M 4S, 9M 5S, 9M 6S, 9M 7S, 9M 8S, 9M 12S, 9M 17S, 9M 30S, 9M 31S, 9M 33S, 9M 34S, 9M 39S, 9M 41S, 9M 49S, 9M 58S, 9M 59S, 10M 0S, 10M 1S, 10M 7S, 10M 8S, 10M 9S, 10M 19S, 10M 20S, 10M 21S, 10M 28S, 10M 29S, 10M 32S, 10M 33S, 10M 34S, 10M 37S, 10M 38S, 10M 39S, 10M 41S, 13M 24S, 14M 18S, 14M 19S, 14M 20S, 14M 21S, 14M 22S, 14M 27S, 14M 28S, 14M 29S, 14M 30S, 14M 32S, 14M 33S, 14M 34S, 15M 4S, 15M 5S, 15M 15S, 15M 19S, 15M 20S, 15M 30S, 15M 31S, 15M 39S, 15M 48S, 15M 58S, 15M 59S, 16M 13S, 16M 14S, 16M 15S, 16M 18S, 16M 19S, 16M 20S, 16M 30S, 16M 31S, 16M 34S, 16M 38S, 16M 39S, 16M 40S, 16M 42S, 16M 43S, 16M 44S, 16M 45S, 16M 46S, 16M 48S, 16M 50S, 16M 51S, 16M 52S, 16M 53S, 16M 55S, 16M 56S, 16M 57S, 16M 59S, 17M 0S, 17M 1S, 17M 3S, 17M 7S, 17M 8S, 17M 11S, 17M 12S, 17M 13S, 17M 14S, 17M 16S, 17M 23S, 17M 25S, 17M 28S, 17M 29S, 17M 30S, 17M 31S, 17M 33S, 17M 34S, 17M 35S, 17M 39S, 17M 45S, 17M 46S, 17M 47S, 17M 48S, 17M 49S, 17M 50S, 17M 51S, 17M 53S, 17M 54S, 17M 57S, 17M 59S, 18M 0S, 18M 1S, 18M 2S, 18M 3S, 18M 4S, 18M 5S, 18M 6S, 18M 9S, 18M 16S, 18M 17S, 18M 18S, 18M 21S, 18M 23S, 18M 25S, 18M 26S, 18M 28S, 18M 30S, 19M 5S, 19M 7S, 19M 11S, 20M 23S, 20M 24S, 20M 25S, 20M 26S, 20M 27S, 21M 3S, 21M 4S, 21M 5S, 21M 8S, 21M 9S, 21M 10S, 21M 20S, 21M 23S, 21M 24S, 21M 25S, 21M 29S, 21M 30S, 21M 31S, 21M 34S, 23M 1S, 23M 15S, 23M 16S, 23M 24S, 23M 27S, 23M 32S, 23M 41S, 23M 48S, 23M 50S, 23M 57S, 23M 59S, 24M 1S, 24M 12S, 24M 14S, 24M 15S, 24M 16S, 24M 18S, 24M 40S, 27M 39S, 27M 58S, 28M 3S, 28M 4S, 28M 5S, 28M 15S, 28M 16S, 28M 17S, 28M 50S, 28M 51S, 29M 1S, 29M 16S, 29M 28S, 29M 52S, 29M 55S, 29M 56S, 29M 57S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",68,130,172,172,634
"?",23,"Aurignac/138/S4A10954_20210503_080000.wav","Wood Lark",14,0.85,"0.8744",13,"28M 32S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",1712,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","Cirl Bunting",2,0.85,"0.8911",13,"2M 56S, 3M 13S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",176,176,176,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","Common Nightingale",4,0.85,"0.8780",13,"4M 15S, 5M 5S, 5M 13S, 7M 27S, 13M 17S, 15M 7S, 19M 19S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",255,305,907,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","Common Raven",5,0.8,"0.8256",13,"13M 3S, 13M 4S, 13M 13S, 13M 14S, 13M 33S, 13M 34S, 13M 45S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",783,783,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","Common Shelduck",6,0.75,"0.7542",13,"3M 46S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",226,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","Eurasian Green Woodpecker",9,0.75,"0.7976",13,"12M 12S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",732,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","Eurasian Skylark",11,0.8,"0.8304",13,"5M 55S, 5M 57S, 6M 12S, 6M 28S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",355,357,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","European Turtle-Dove",12,0.95,"0.9902",13,"24M 23S, 24M 25S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",1463,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","Greater Whitethroat",13,0.95,"0.9889",13,"0S, 1S, 2S, 6S, 9S, 29S, 30S, 1M 16S, 1M 18S, 1M 20S, 1M 22S, 1M 27S, 1M 28S, 1M 42S, 1M 46S, 5M 21S, 6M 31S, 6M 37S, 6M 48S, 6M 49S, 6M 53S, 6M 58S, 7M 37S, 7M 38S, 7M 39S, 7M 48S, 7M 49S, 7M 50S, 8M 6S, 8M 7S, 8M 12S, 8M 35S, 8M 38S, 8M 48S, 8M 49S, 8M 55S, 8M 59S, 9M 10S, 9M 11S, 9M 12S, 9M 17S, 9M 20S, 9M 22S, 9M 24S, 9M 28S, 9M 29S, 9M 30S, 9M 35S, 9M 37S, 9M 42S, 9M 43S, 9M 49S, 9M 51S, 9M 57S, 10M 1S, 10M 2S, 10M 9S, 10M 10S, 10M 11S, 10M 12S, 10M 15S, 10M 17S, 10M 19S, 10M 26S, 10M 27S, 10M 28S, 10M 30S, 10M 32S, 10M 33S, 10M 34S, 10M 35S, 10M 36S, 10M 37S, 10M 38S, 10M 39S, 10M 40S, 10M 41S, 10M 42S, 10M 45S, 10M 46S, 10M 49S, 10M 50S, 10M 51S, 10M 53S, 10M 54S, 10M 55S, 10M 57S, 10M 58S, 11M 2S, 11M 3S, 11M 4S, 11M 5S, 11M 6S, 11M 9S, 11M 10S, 11M 11S, 11M 12S, 11M 13S, 11M 14S, 11M 15S, 11M 17S, 11M 18S, 11M 22S, 11M 23S, 11M 24S, 11M 31S, 11M 32S, 11M 36S, 11M 40S, 11M 41S, 11M 42S, 11M 44S, 11M 45S, 11M 46S, 12M 47S, 12M 48S, 12M 58S, 13M 40S, 14M 19S, 14M 39S, 14M 43S, 14M 46S, 14M 47S, 14M 52S, 14M 54S, 14M 56S, 14M 57S, 14M 58S, 15M 1S, 15M 2S, 15M 3S, 15M 4S, 15M 5S, 15M 14S, 15M 16S, 15M 17S, 15M 20S, 15M 21S, 15M 22S, 15M 29S, 15M 30S, 15M 33S, 15M 34S, 17M 33S, 17M 34S, 17M 36S, 17M 38S, 17M 42S, 17M 43S, 17M 46S, 17M 54S, 17M 55S, 18M 10S, 18M 13S, 18M 40S, 18M 42S, 18M 46S, 18M 51S, 18M 54S, 19M 26S, 19M 37S, 20M 5S, 20M 6S, 22M 45S, 24M 45S, 24M 46S, 24M 47S, 24M 49S, 24M 50S, 24M 51S, 24M 55S, 25M 43S, 25M 48S, 25M 51S, 25M 58S, 25M 59S, 26M 41S, 26M 43S, 26M 44S, 27M 8S, 27M 9S, 27M 19S, 27M 28S, 27M 30S, 27M 32S, 27M 36S, 27M 55S, 27M 56S, 27M 57S, 27M 59S, 28M 0S, 28M 1S, 28M 4S, 28M 5S, 28M 12S, 28M 13S, 28M 16S, 28M 19S, 28M 20S, 28M 33S, 28M 34S, 28M 35S, 28M 42S, 28M 43S, 28M 44S, 28M 48S, 28M 49S, 28M 50S, 28M 51S, 28M 52S, 29M 1S, 29M 2S, 29M 4S, 29M 31S, 29M 34S, 29M 45S, 29M 47S, 29M 56S, 29M 57S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",0,0,0,1,634
"?",23,"Aurignac/138/S4A10954_20210503_090000.wav","Wood Lark",14,0.85,"0.8744",13,"15M 36S, 15M 37S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",936,936,936,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_100000.wav","Common Nightingale",4,0.85,"0.8780",13,"8M 37S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",517,NA,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_100000.wav","Eurasian Blackbird",7,0.8,"0.8190",13,"21M 39S, 26M 18S, 26M 20S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",1299,1299,NA,NA,NA
"?",23,"Aurignac/138/S4A10954_20210503_100000.wav","European Turtle-Dove",12,0.95,"0.9902",13,"4M 23S, 4M 24S, 4M 25S, 4M 26S, 4M 27S, 4M 28S, 4M 29S, 4M 30S, 4M 31S, 4M 32S, 4M 33S, 4M 34S, 4M 35S, 4M 36S, 4M 37S, 5M 16S, 5M 17S, 5M 18S, 5M 19S, 5M 20S, 5M 21S, 5M 22S, 5M 23S, 5M 24S, 5M 25S, 5M 26S, 5M 27S, 5M 37S, 5M 38S, 5M 39S, 5M 40S, 5M 41S, 5M 42S, 5M 43S, 5M 44S, 5M 45S, 5M 46S, 5M 47S, 5M 48S, 5M 49S, 5M 50S, 5M 51S, 5M 52S, 5M 53S, 6M 9S, 6M 10S, 6M 11S, 6M 12S, 6M 13S, 6M 14S, 6M 15S, 6M 16S, 6M 17S, 6M 18S, 6M 19S, 6M 20S, 6M 21S, 6M 36S, 6M 37S, 6M 38S, 6M 39S, 6M 40S, 6M 41S, 6M 42S, 6M 43S, 6M 44S, 6M 45S, 6M 46S, 6M 47S, 6M 48S, 6M 49S, 6M 50S, 6M 51S, 6M 52S, 6M 53S, 6M 54S, 6M 55S, 6M 57S, 6M 58S, 7M 11S, 7M 12S, 7M 13S, 7M 14S, 7M 15S, 7M 16S, 7M 17S, 7M 18S, 7M 19S, 7M 20S, 7M 21S, 7M 22S, 7M 23S, 7M 24S, 7M 25S, 7M 26S, 7M 27S, 7M 28S, 7M 30S, 7M 31S, 7M 32S, 7M 33S, 7M 53S, 7M 54S, 7M 55S, 7M 56S, 7M 57S, 7M 58S, 7M 59S, 8M 0S, 8M 1S, 8M 2S, 8M 3S, 8M 4S, 8M 5S, 8M 6S, 8M 7S, 8M 8S, 8M 9S, 8M 10S, 8M 11S, 8M 12S, 8M 13S, 8M 44S, 8M 45S, 8M 46S, 8M 47S, 8M 48S, 8M 49S, 8M 50S, 8M 51S, 8M 52S, 8M 53S, 8M 54S, 8M 55S, 8M 56S, 8M 57S, 8M 58S, 8M 59S, 9M 0S, 9M 1S, 9M 2S, 9M 3S, 9M 25S, 9M 26S, 9M 27S, 9M 28S, 9M 29S, 9M 30S, 9M 31S, 9M 32S, 9M 33S, 9M 34S, 9M 35S, 9M 36S, 9M 37S, 9M 38S, 9M 39S, 9M 40S, 9M 41S, 9M 42S, 9M 43S, 9M 44S, 9M 45S, 9M 46S, 10M 23S, 10M 24S, 10M 25S, 10M 26S, 10M 27S, 10M 28S, 10M 29S, 10M 30S, 10M 31S, 10M 32S, 10M 33S, 10M 34S, 10M 35S, 10M 36S, 11M 22S, 11M 23S, 11M 24S, 11M 25S, 11M 26S, 11M 27S, 11M 28S, 11M 29S, 11M 30S, 11M 31S, 11M 32S, 11M 33S, 11M 34S, 11M 35S, 11M 36S, 11M 37S, 11M 38S, 11M 39S, 12M 4S, 12M 5S, 12M 6S, 12M 7S, 12M 8S, 12M 9S, 12M 10S, 12M 11S, 12M 12S, 12M 13S, 12M 14S, 12M 15S, 12M 16S, 12M 17S, 12M 18S, 12M 19S, 12M 20S, 14M 18S, 14M 19S, 14M 20S, 14M 21S, 14M 22S, 14M 23S, 14M 24S, 14M 25S, 14M 26S, 14M 27S, 14M 28S, 14M 29S, 14M 30S, 14M 31S, 14M 32S, 14M 33S, 14M 34S, 14M 35S, 16M 17S, 16M 18S, 16M 19S, 16M 20S, 16M 21S, 16M 22S, 16M 23S, 16M 24S, 16M 25S, 16M 26S, 16M 27S, 16M 28S, 16M 29S, 16M 30S, 16M 31S, 16M 32S, 16M 33S, 16M 34S, 16M 35S, 17M 24S, 17M 25S, 17M 26S, 17M 27S, 17M 28S, 17M 29S, 17M 30S, 17M 31S, 17M 32S, 17M 33S, 17M 34S, 17M 35S, 17M 36S, 17M 37S, 17M 38S, 17M 39S, 17M 40S, 17M 41S, 17M 42S, 17M 43S, 18M 56S, 18M 57S, 18M 58S, 18M 59S, 19M 0S, 19M 1S, 19M 2S, 19M 3S, 19M 4S, 19M 5S, 19M 6S, 19M 7S, 19M 8S, 19M 10S, 19M 11S, 19M 12S, 19M 13S, 19M 14S, 19M 15S, 20M 58S, 20M 59S, 21M 0S, 21M 1S, 21M 2S, 21M 3S, 21M 4S, 21M 5S, 21M 6S, 21M 7S, 21M 8S, 21M 9S, 21M 10S, 21M 11S, 21M 12S, 21M 13S, 21M 14S, 21M 15S, 21M 16S, 21M 17S, 23M 25S, 26M 0S, 26M 1S, 26M 2S, 26M 3S, 26M 28S, 26M 29S, 26M 30S, 26M 55S, 26M 56S, 26M 57S, 26M 59S, 27M 0S, 27M 1S, 27M 2S, 27M 3S, 27M 4S, 27M 5S, 27M 23S, 27M 24S, 27M 25S, 27M 26S, 27M 29S, 27M 56S, 27M 57S, 27M 58S, 27M 59S, 28M 4S, 28M 7S, 28M 8S, 28M 10S, 28M 53S, 28M 55S, 28M 58S, 28M 59S, 29M 0S, 29M 1S, 29M 2S, 29M 4S, 29M 52S, 29M 57S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",263,263,266,267,317
"?",23,"Aurignac/138/S4A10954_20210503_100000.wav","Greater Whitethroat",13,0.95,"0.9889",13,"1S, 2S, 4S, 5S, 7S, 8S, 9S, 10S, 13S, 14S, 15S, 16S, 34S, 35S, 36S, 47S, 59S, 1M 5S, 1M 6S, 1M 17S, 1M 18S, 1M 19S, 1M 20S, 1M 21S, 1M 22S, 1M 23S, 1M 26S, 1M 27S, 1M 28S, 1M 29S, 1M 30S, 1M 37S, 1M 38S, 1M 39S, 1M 40S, 1M 43S, 1M 51S, 1M 52S, 1M 53S, 1M 55S, 1M 56S, 1M 57S, 1M 58S, 1M 59S, 2M 0S, 2M 3S, 2M 7S, 2M 10S, 2M 11S, 2M 12S, 2M 13S, 2M 14S, 2M 18S, 2M 19S, 2M 20S, 2M 21S, 2M 27S, 2M 28S, 2M 29S, 2M 30S, 2M 31S, 2M 32S, 2M 34S, 2M 35S, 2M 38S, 2M 39S, 2M 40S, 2M 45S, 2M 46S, 2M 51S, 2M 52S, 2M 53S, 2M 54S, 2M 55S, 2M 56S, 2M 57S, 2M 58S, 3M 0S, 3M 1S, 3M 2S, 3M 3S, 3M 5S, 3M 6S, 3M 7S, 3M 8S, 3M 9S, 3M 10S, 3M 11S, 3M 12S, 3M 14S, 3M 19S, 3M 20S, 3M 21S, 3M 27S, 3M 29S, 3M 31S, 3M 36S, 3M 38S, 3M 39S, 3M 41S, 3M 42S, 3M 43S, 3M 44S, 3M 45S, 3M 46S, 3M 47S, 3M 48S, 3M 49S, 3M 50S, 3M 51S, 3M 52S, 3M 53S, 3M 55S, 3M 56S, 3M 57S, 3M 58S, 3M 59S, 4M 0S, 4M 1S, 4M 2S, 4M 9S, 4M 10S, 4M 12S, 4M 13S, 4M 14S, 4M 39S, 4M 49S, 4M 51S, 4M 52S, 4M 53S, 4M 54S, 4M 55S, 4M 58S, 4M 59S, 5M 0S, 5M 1S, 5M 2S, 5M 4S, 5M 30S, 8M 40S, 9M 23S, 9M 50S, 10M 13S, 10M 42S, 10M 45S, 10M 46S, 10M 47S, 10M 48S, 10M 50S, 10M 51S, 10M 55S, 11M 15S, 11M 56S, 11M 57S, 11M 58S, 13M 21S, 13M 53S, 13M 54S, 14M 37S, 14M 52S, 14M 54S, 15M 0S, 15M 15S, 15M 17S, 15M 21S, 15M 22S, 15M 27S, 15M 31S, 15M 32S, 15M 37S, 15M 46S, 15M 47S, 15M 48S, 15M 51S, 15M 52S, 15M 53S, 15M 57S, 15M 59S, 16M 1S, 16M 3S, 16M 11S, 16M 12S, 16M 13S, 16M 16S, 16M 38S, 16M 39S, 16M 40S, 16M 43S, 16M 44S, 16M 45S, 16M 50S, 16M 51S, 16M 52S, 16M 56S, 16M 57S, 17M 8S, 17M 12S, 17M 16S, 17M 17S, 17M 19S, 17M 20S, 17M 21S, 17M 48S, 17M 51S, 17M 56S, 17M 57S, 17M 58S, 18M 4S, 18M 5S, 18M 6S, 18M 32S, 18M 44S, 18M 45S, 22M 5S, 22M 17S, 22M 19S, 22M 22S, 22M 23S, 22M 24S, 23M 18S, 23M 19S, 23M 27S, 23M 28S, 23M 33S, 23M 35S, 23M 36S, 23M 37S, 23M 39S, 23M 40S, 23M 41S, 23M 56S, 24M 21S, 24M 26S, 24M 27S, 24M 28S, 24M 32S, 24M 35S, 24M 52S, 24M 56S, 24M 57S, 27M 11S, 29M 25S, 29M 30S, 29M 39S, 29M 40S, 29M 41S, 29M 43S, 29M 44S, 29M 45S","Tro tro, Lus meg, Syl atr, Upu epo, Cor one, Cuc can, Phy col, Tur mer, Syl com, Col pal, Ori ori, Emb cal, Lul arb",1,1,1,10,80
"?",24,"Aurignac/138/S4A10954_20210503_130000.wav","Common Greenshank",4,0.85,"0.8678",9,"25M 11S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",1511,1511,1511,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_130000.wav","European Turtle-Dove",6,0.95,"0.9690",9,"9M 50S, 9M 51S, 9M 52S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",590,590,590,591,NA
"?",24,"Aurignac/138/S4A10954_20210503_130000.wav","Great Tit",7,0.95,"0.9815",9,"5M 23S, 5M 39S, 5M 44S, 5M 45S, 5M 46S, 10M 53S, 10M 54S, 10M 55S, 10M 56S, 25M 40S, 25M 42S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",323,339,345,653,654
