"correct_identification","recording_id","recording_name","common_name","species_num_in_recording","confidence_higher_than","max_conf","n_species_target","start_times","annotated_species_list","first_detection_with_1st_threshold_confidence","first_detection_with_2nd_threshold_confidence","first_detection_with_3rd_threshold_confidence","first_detection_with_4th_threshold_confidence","first_detection_with_5th_threshold_confidence"
"?",24,"Aurignac/138/S4A10954_20210503_130000.wav","Greater Whitethroat",8,0.95,"0.9924",9,"37S, 38S, 1M 3S, 1M 5S, 1M 6S, 1M 7S, 1M 8S, 1M 9S, 1M 10S, 1M 12S, 1M 13S, 1M 14S, 1M 35S, 2M 7S, 2M 13S, 2M 23S, 2M 28S, 2M 31S, 2M 34S, 2M 36S, 2M 43S, 2M 44S, 2M 50S, 2M 55S, 2M 56S, 2M 57S, 3M 0S, 3M 1S, 3M 2S, 3M 8S, 3M 9S, 3M 10S, 3M 28S, 3M 29S, 3M 30S, 3M 37S, 3M 38S, 3M 54S, 4M 1S, 4M 6S, 4M 8S, 4M 11S, 4M 12S, 4M 14S, 4M 15S, 4M 16S, 6M 14S, 6M 16S, 6M 18S, 6M 23S, 6M 24S, 6M 26S, 6M 28S, 6M 31S, 6M 32S, 6M 33S, 6M 39S, 7M 18S, 7M 32S, 7M 33S, 7M 34S, 7M 38S, 7M 39S, 7M 40S, 7M 47S, 7M 53S, 7M 55S, 8M 19S, 8M 32S, 8M 33S, 8M 34S, 8M 35S, 8M 36S, 8M 37S, 8M 38S, 8M 50S, 8M 58S, 9M 0S, 9M 1S, 9M 10S, 9M 11S, 9M 36S, 9M 37S, 9M 43S, 9M 44S, 9M 55S, 10M 0S, 10M 5S, 10M 6S, 10M 9S, 10M 10S, 10M 13S, 10M 14S, 10M 15S, 10M 30S, 10M 33S, 10M 35S, 10M 39S, 10M 45S, 10M 46S, 10M 57S, 10M 59S, 11M 0S, 11M 1S, 11M 2S, 11M 3S, 11M 11S, 11M 13S, 11M 16S, 11M 17S, 11M 18S, 11M 19S, 11M 24S, 11M 25S, 11M 26S, 11M 27S, 11M 49S, 11M 50S, 12M 6S, 12M 17S, 12M 26S, 12M 30S, 12M 31S, 12M 32S, 12M 40S, 12M 42S, 12M 43S, 12M 58S, 13M 19S, 13M 20S, 13M 21S, 13M 24S, 13M 25S, 13M 26S, 13M 30S, 13M 31S, 14M 18S, 14M 19S, 14M 20S, 14M 21S, 14M 52S, 14M 53S, 14M 54S, 14M 58S, 15M 8S, 15M 10S, 15M 11S, 15M 14S, 15M 15S, 15M 16S, 15M 21S, 15M 23S, 15M 24S, 15M 25S, 15M 29S, 15M 30S, 15M 36S, 15M 37S, 15M 43S, 15M 44S, 15M 45S, 15M 50S, 15M 52S, 15M 53S, 15M 54S, 16M 2S, 16M 3S, 16M 4S, 16M 9S, 16M 10S, 16M 11S, 16M 12S, 16M 13S, 16M 16S, 16M 22S, 16M 23S, 16M 25S, 16M 26S, 16M 27S, 16M 28S, 16M 30S, 16M 31S, 16M 32S, 16M 36S, 16M 37S, 16M 38S, 16M 45S, 16M 46S, 16M 52S, 16M 53S, 16M 54S, 16M 55S, 16M 58S, 16M 59S, 17M 0S, 18M 14S, 18M 15S, 18M 20S, 18M 21S, 18M 22S, 18M 23S, 19M 2S, 19M 7S, 19M 8S, 19M 10S, 19M 12S, 19M 13S, 19M 14S, 19M 15S, 19M 18S, 19M 23S, 19M 24S, 19M 25S, 20M 4S, 20M 5S, 20M 6S, 20M 7S, 20M 28S, 20M 34S, 20M 35S, 20M 47S, 20M 48S, 20M 49S, 20M 54S, 23M 42S, 23M 43S, 23M 53S, 24M 17S, 27M 3S, 27M 4S, 27M 5S, 27M 53S, 27M 55S, 27M 59S, 28M 6S, 28M 7S, 28M 8S, 28M 34S, 28M 57S, 29M 9S, 29M 47S, 29M 57S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",37,37,63,67,67
"?",24,"Aurignac/138/S4A10954_20210503_130000.wav","Long-tailed Tit",9,0.9,"0.9105",9,"17M 17S, 17M 18S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",1037,1037,1037,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_130000.wav","Sardinian Warbler",12,0.8,"0.8018",9,"3M 30S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",210,210,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_130000.wav","Tree Pipit",14,0.8,"0.8004",9,"19M 26S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",1166,1166,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_130000.wav","Western Subalpine Warbler",15,0.85,"0.8840",9,"3M 30S, 6M 41S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",210,401,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_140000.wav","Common Cuckoo",3,0.8,"0.8013",9,"27M 55S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",1675,1675,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_140000.wav","Common Nightingale",5,0.8,"0.8486",9,"18M 5S, 18M 6S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",1085,1085,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_140000.wav","European Turtle-Dove",6,0.95,"0.9690",9,"3S, 4S, 5S, 6S, 7S, 28M 31S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",3,3,3,3,3
"?",24,"Aurignac/138/S4A10954_20210503_140000.wav","Greater Whitethroat",8,0.95,"0.9924",9,"25S, 35S, 43S, 1M 7S, 1M 12S, 1M 16S, 1M 20S, 1M 21S, 1M 23S, 1M 24S, 1M 29S, 1M 46S, 2M 6S, 2M 7S, 2M 8S, 2M 17S, 2M 19S, 2M 20S, 2M 21S, 2M 22S, 2M 24S, 2M 25S, 2M 26S, 2M 29S, 2M 33S, 2M 34S, 2M 35S, 2M 46S, 2M 51S, 2M 58S, 2M 59S, 3M 6S, 3M 11S, 3M 12S, 3M 17S, 3M 31S, 3M 42S, 3M 43S, 3M 44S, 3M 50S, 3M 54S, 4M 4S, 4M 6S, 4M 11S, 4M 12S, 4M 13S, 4M 15S, 4M 17S, 4M 24S, 4M 28S, 4M 32S, 4M 33S, 4M 34S, 4M 35S, 4M 42S, 4M 48S, 4M 49S, 4M 52S, 4M 53S, 5M 5S, 5M 6S, 5M 7S, 5M 11S, 5M 12S, 5M 20S, 5M 21S, 5M 24S, 5M 25S, 5M 26S, 5M 27S, 5M 28S, 5M 29S, 5M 30S, 5M 34S, 5M 35S, 5M 39S, 5M 40S, 5M 50S, 5M 55S, 5M 56S, 5M 57S, 6M 2S, 6M 8S, 6M 10S, 6M 16S, 6M 17S, 6M 18S, 6M 19S, 6M 20S, 6M 21S, 6M 22S, 6M 23S, 6M 30S, 6M 31S, 6M 32S, 6M 33S, 7M 19S, 7M 20S, 7M 21S, 7M 27S, 7M 29S, 7M 30S, 7M 32S, 7M 34S, 7M 36S, 7M 39S, 7M 40S, 7M 43S, 7M 44S, 7M 45S, 7M 46S, 7M 47S, 7M 48S, 7M 49S, 7M 55S, 7M 56S, 8M 4S, 8M 5S, 8M 6S, 8M 12S, 8M 13S, 8M 14S, 8M 28S, 8M 59S, 9M 0S, 9M 1S, 10M 12S, 10M 13S, 10M 14S, 10M 16S, 10M 20S, 10M 21S, 10M 22S, 10M 25S, 10M 26S, 10M 27S, 10M 31S, 10M 32S, 10M 33S, 10M 37S, 10M 38S, 10M 39S, 10M 40S, 10M 43S, 10M 44S, 10M 45S, 10M 49S, 10M 51S, 10M 52S, 11M 1S, 11M 2S, 11M 3S, 11M 4S, 11M 6S, 11M 7S, 11M 8S, 11M 15S, 11M 16S, 11M 17S, 11M 41S, 12M 6S, 12M 7S, 12M 8S, 12M 11S, 12M 12S, 12M 13S, 12M 16S, 12M 17S, 12M 18S, 12M 21S, 12M 22S, 12M 23S, 12M 27S, 12M 31S, 12M 32S, 12M 33S, 12M 34S, 12M 35S, 12M 36S, 12M 46S, 12M 47S, 12M 49S, 12M 50S, 12M 51S, 12M 52S, 12M 54S, 12M 55S, 12M 57S, 12M 58S, 12M 59S, 13M 2S, 13M 6S, 13M 7S, 13M 8S, 13M 10S, 13M 12S, 13M 15S, 13M 16S, 13M 17S, 13M 22S, 13M 23S, 13M 24S, 13M 27S, 13M 28S, 13M 29S, 13M 32S, 13M 33S, 13M 34S, 13M 35S, 13M 39S, 13M 40S, 13M 45S, 13M 46S, 13M 47S, 13M 52S, 13M 53S, 13M 54S, 13M 59S, 14M 0S, 14M 5S, 14M 6S, 14M 7S, 14M 11S, 14M 12S, 14M 18S, 14M 19S, 14M 24S, 14M 25S, 14M 29S, 14M 30S, 14M 31S, 14M 34S, 14M 35S, 14M 36S, 14M 40S, 14M 41S, 14M 42S, 14M 53S, 14M 54S, 14M 55S, 15M 1S, 15M 2S, 15M 3S, 15M 8S, 15M 9S, 15M 10S, 15M 13S, 15M 14S, 15M 15S, 15M 20S, 15M 21S, 15M 22S, 15M 23S, 15M 26S, 15M 27S, 15M 28S, 15M 31S, 15M 32S, 15M 33S, 15M 36S, 15M 37S, 15M 38S, 15M 42S, 15M 43S, 15M 44S, 15M 45S, 15M 47S, 15M 48S, 15M 49S, 16M 3S, 16M 4S, 16M 5S, 22M 21S, 22M 22S, 22M 36S, 22M 37S, 22M 42S, 22M 46S, 22M 47S, 25M 1S, 25M 2S, 25M 3S, 25M 4S, 25M 15S, 25M 16S, 25M 28S, 27M 52S, 27M 56S, 27M 57S, 29M 9S, 29M 10S, 29M 11S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",25,25,25,76,334
"?",24,"Aurignac/138/S4A10954_20210503_140000.wav","Western Subalpine Warbler",15,0.85,"0.8840",9,"6M 55S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",415,415,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_150000.wav","Common Buzzard",1,0.9,"0.9226",9,"1M 7S, 1M 28S, 1M 29S, 1M 30S, 2M 7S, 2M 9S, 2M 10S, 3M 52S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",67,67,67,88,NA
"?",24,"Aurignac/138/S4A10954_20210503_150000.wav","Greater Whitethroat",8,0.95,"0.9924",9,"17S, 22S, 40S, 49S, 50S, 56S, 57S, 1M 13S, 2M 12S, 3M 34S, 4M 4S, 5M 9S, 5M 10S, 5M 27S, 5M 29S, 5M 42S, 5M 43S, 6M 7S, 6M 9S, 6M 17S, 6M 18S, 6M 43S, 6M 48S, 6M 50S, 8M 43S, 9M 2S, 9M 52S, 10M 1S, 10M 2S, 10M 3S, 10M 5S, 10M 6S, 10M 7S, 10M 9S, 10M 10S, 10M 11S, 10M 13S, 10M 16S, 10M 17S, 10M 18S, 10M 19S, 10M 21S, 10M 22S, 10M 23S, 10M 24S, 10M 25S, 10M 26S, 10M 27S, 10M 29S, 10M 30S, 10M 31S, 10M 32S, 10M 40S, 10M 41S, 10M 42S, 10M 44S, 10M 45S, 10M 46S, 10M 48S, 10M 49S, 10M 50S, 10M 53S, 11M 0S, 11M 2S, 11M 7S, 11M 8S, 11M 14S, 11M 16S, 11M 17S, 11M 20S, 11M 21S, 11M 22S, 11M 24S, 11M 26S, 11M 29S, 11M 30S, 11M 31S, 11M 33S, 11M 34S, 11M 35S, 11M 37S, 11M 38S, 11M 39S, 11M 43S, 11M 44S, 11M 46S, 11M 47S, 11M 48S, 11M 49S, 11M 50S, 11M 51S, 12M 9S, 12M 10S, 12M 11S, 12M 12S, 12M 16S, 12M 17S, 12M 18S, 12M 19S, 12M 22S, 12M 23S, 12M 25S, 12M 27S, 12M 28S, 12M 29S, 12M 31S, 12M 32S, 12M 33S, 12M 35S, 12M 36S, 12M 39S, 12M 40S, 12M 43S, 12M 44S, 12M 45S, 12M 57S, 12M 58S, 13M 1S, 13M 2S, 13M 3S, 13M 5S, 13M 6S, 13M 7S, 13M 8S, 13M 9S, 13M 10S, 13M 11S, 13M 12S, 13M 14S, 13M 15S, 13M 16S, 13M 23S, 13M 24S, 13M 25S, 13M 29S, 13M 33S, 13M 34S, 13M 35S, 13M 39S, 13M 40S, 13M 41S, 13M 44S, 13M 46S, 13M 48S, 13M 49S, 13M 50S, 13M 51S, 13M 54S, 13M 55S, 13M 56S, 13M 57S, 13M 59S, 14M 0S, 14M 1S, 14M 3S, 14M 4S, 14M 5S, 14M 15S, 14M 16S, 14M 17S, 14M 21S, 14M 22S, 14M 23S, 14M 43S, 14M 44S, 14M 45S, 14M 46S, 14M 49S, 14M 50S, 14M 51S, 15M 0S, 15M 10S, 15M 11S, 15M 12S, 15M 13S, 15M 46S, 15M 47S, 15M 48S, 16M 14S, 16M 15S, 16M 29S, 16M 30S, 16M 31S, 16M 32S, 17M 34S, 17M 35S, 17M 36S, 17M 37S, 17M 59S, 18M 0S, 18M 1S, 18M 5S, 18M 28S, 18M 29S, 18M 30S, 18M 37S, 18M 38S, 20M 36S, 20M 37S, 20M 48S, 20M 57S, 20M 58S, 20M 59S, 21M 2S, 21M 3S, 21M 6S, 21M 7S, 21M 8S, 21M 35S, 21M 36S, 22M 7S, 22M 8S, 22M 9S, 22M 15S, 22M 16S, 22M 21S, 22M 22S, 22M 23S, 22M 24S, 22M 27S, 23M 37S, 23M 38S, 23M 39S, 23M 40S, 24M 18S, 26M 55S, 27M 1S, 27M 2S, 27M 3S, 27M 4S, 27M 5S, 27M 6S, 27M 25S, 27M 48S, 27M 49S, 27M 50S, 27M 51S, 27M 56S, 27M 57S, 27M 58S, 28M 4S, 28M 29S, 28M 30S, 28M 31S, 28M 34S, 28M 35S, 28M 52S, 28M 54S, 29M 15S, 29M 16S, 29M 21S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",17,17,40,403,607
"?",24,"Aurignac/138/S4A10954_20210503_150000.wav","Long-tailed Tit",9,0.9,"0.9105",9,"21M 20S, 21M 21S, 23M 52S, 23M 53S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",1280,1281,1281,1281,NA
"?",24,"Aurignac/138/S4A10954_20210503_150000.wav","Osprey",11,0.85,"0.8616",9,"9M 20S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",560,560,560,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_150000.wav","Tawny Pipit",13,0.95,"0.9609",9,"14M 58S, 14M 59S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",898,898,898,898,898
"?",24,"Aurignac/138/S4A10954_20210503_150000.wav","Western Subalpine Warbler",15,0.85,"0.8840",9,"12M 46S, 13M 42S, 24M 25S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",766,766,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_160000.wav","Common Chiffchaff",2,0.75,"0.7694",9,"2M 30S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",150,NA,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_160000.wav","Common Cuckoo",3,0.8,"0.8013",9,"7M 39S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",459,NA,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_160000.wav","Common Nightingale",5,0.8,"0.8486",9,"30S, 26M 39S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",30,1599,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_160000.wav","Greater Whitethroat",8,0.95,"0.9924",9,"0S, 1S, 2S, 3S, 16S, 17S, 18S, 25S, 26S, 27S, 28S, 32S, 33S, 34S, 35S, 38S, 39S, 40S, 41S, 43S, 44S, 45S, 46S, 48S, 49S, 50S, 51S, 54S, 55S, 56S, 57S, 1M 0S, 1M 1S, 1M 2S, 1M 7S, 1M 13S, 1M 14S, 1M 49S, 1M 50S, 1M 51S, 1M 54S, 1M 55S, 1M 56S, 1M 57S, 2M 11S, 3M 52S, 3M 53S, 4M 10S, 4M 11S, 4M 12S, 4M 15S, 4M 16S, 4M 17S, 4M 20S, 4M 21S, 4M 22S, 4M 24S, 4M 25S, 4M 28S, 4M 29S, 4M 30S, 4M 42S, 4M 43S, 4M 47S, 4M 48S, 4M 49S, 5M 3S, 5M 4S, 5M 5S, 5M 8S, 5M 24S, 5M 25S, 5M 26S, 5M 40S, 5M 41S, 5M 42S, 6M 31S, 6M 32S, 6M 33S, 6M 35S, 6M 36S, 6M 37S, 6M 38S, 6M 39S, 6M 40S, 6M 41S, 6M 42S, 6M 43S, 6M 44S, 6M 45S, 6M 47S, 6M 48S, 6M 49S, 6M 50S, 6M 56S, 6M 57S, 6M 58S, 7M 0S, 7M 1S, 7M 2S, 7M 5S, 7M 6S, 7M 7S, 7M 12S, 7M 13S, 7M 17S, 7M 18S, 7M 19S, 7M 20S, 7M 23S, 7M 24S, 7M 25S, 7M 26S, 7M 34S, 7M 35S, 7M 36S, 7M 43S, 7M 46S, 7M 47S, 7M 48S, 7M 49S, 7M 52S, 7M 53S, 7M 54S, 7M 58S, 7M 59S, 8M 0S, 9M 21S, 9M 22S, 9M 23S, 9M 31S, 9M 54S, 9M 55S, 10M 26S, 10M 36S, 10M 37S, 10M 38S, 10M 39S, 10M 41S, 10M 42S, 10M 43S, 10M 45S, 10M 46S, 10M 47S, 10M 53S, 10M 57S, 11M 0S, 11M 1S, 11M 4S, 11M 5S, 11M 10S, 11M 11S, 11M 12S, 11M 16S, 11M 17S, 11M 18S, 11M 21S, 11M 22S, 11M 26S, 11M 27S, 11M 28S, 11M 32S, 11M 33S, 11M 34S, 11M 40S, 11M 41S, 11M 42S, 11M 48S, 11M 49S, 11M 50S, 11M 51S, 12M 6S, 12M 7S, 12M 48S, 12M 49S, 12M 50S, 13M 2S, 13M 3S, 13M 4S, 13M 13S, 13M 17S, 13M 18S, 13M 19S, 13M 21S, 13M 34S, 13M 35S, 13M 36S, 13M 43S, 13M 44S, 13M 45S, 15M 35S, 15M 36S, 15M 37S, 17M 29S, 17M 35S, 17M 37S, 17M 38S, 17M 39S, 17M 40S, 17M 41S, 17M 42S, 17M 43S, 17M 44S, 17M 45S, 17M 46S, 17M 47S, 17M 49S, 17M 50S, 17M 51S, 17M 53S, 17M 54S, 17M 55S, 17M 56S, 17M 58S, 17M 59S, 18M 0S, 18M 1S, 18M 2S, 18M 3S, 18M 4S, 18M 7S, 18M 8S, 18M 11S, 18M 16S, 18M 17S, 18M 18S, 18M 19S, 26M 3S, 27M 13S, 27M 25S, 27M 27S, 27M 30S, 27M 31S, 27M 46S, 27M 47S, 27M 50S, 27M 57S, 28M 23S, 28M 30S, 28M 31S, 28M 32S, 28M 42S, 28M 55S, 29M 22S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",0,0,0,0,0
"?",24,"Aurignac/138/S4A10954_20210503_160000.wav","Melodious Warbler",10,0.75,"0.7970",9,"9M 29S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",569,NA,NA,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_160000.wav","Western Subalpine Warbler",15,0.85,"0.8840",9,"7M 20S, 10M 17S, 17M 29S, 17M 30S, 17M 52S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",440,440,440,NA,NA
"?",24,"Aurignac/138/S4A10954_20210503_160000.wav","Yellowhammer",16,0.75,"0.7756",9,"12M 45S","Lus meg, Syl atr, Str tur, Syl com, Tur mer, Phy col, Pic vir, Cuc can, Cor one",765,NA,NA,NA,NA
"?",25,"Aurignac/139/S4A08064_20190423_000000.wav","Eurasian Moorhen",3,0.95,"0.9640",0,"24M 19S","",1459,1459,NA,NA,NA
"?",25,"Aurignac/139/S4A08064_20190423_010000.wav","Common Nightingale",1,0.75,"0.7873",0,"19M 37S","",1177,NA,NA,NA,NA
"?",25,"Aurignac/139/S4A08064_20190423_010000.wav","Common Quail",2,0.75,"0.7537",0,"29M 53S","",1793,NA,NA,NA,NA
"?",25,"Aurignac/139/S4A08064_20190423_010000.wav","Eurasian Moorhen",3,0.95,"0.9640",0,"20M 23S, 20M 24S","",1223,1223,1223,1224,1224
"?",26,"Aurignac/139/S4A08064_20190423_070000.wav","Common Firecrest",4,0.75,"0.7920",7,"20M 55S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",1255,NA,NA,NA,NA
"?",26,"Aurignac/139/S4A08064_20190423_070000.wav","Eurasian Blackbird",6,0.95,"0.9629",7,"4S, 5S, 9S, 14S, 15S, 1M 1S, 1M 9S, 1M 15S, 1M 16S, 1M 17S, 1M 55S, 2M 27S, 3M 26S, 3M 27S, 3M 47S, 4M 7S, 4M 9S, 4M 10S, 4M 12S, 4M 29S, 4M 37S, 4M 48S, 4M 53S, 5M 16S, 5M 27S, 5M 40S, 5M 43S, 5M 44S, 6M 9S, 6M 10S, 6M 16S, 6M 31S, 6M 32S, 6M 39S, 6M 42S, 6M 43S, 6M 53S, 6M 54S, 7M 33S, 8M 24S, 8M 33S, 8M 34S, 9M 10S, 9M 22S, 9M 27S, 9M 28S, 9M 33S, 9M 34S, 9M 38S, 9M 45S, 9M 46S, 10M 11S, 10M 15S, 10M 16S, 10M 27S, 10M 28S, 10M 32S, 10M 33S, 11M 23S, 11M 46S, 12M 0S, 12M 15S, 12M 16S, 13M 3S, 13M 4S, 13M 48S, 13M 49S, 13M 50S, 14M 1S, 14M 19S, 14M 25S, 14M 44S, 14M 45S, 15M 8S, 15M 52S, 15M 56S, 16M 7S, 16M 13S, 16M 32S, 16M 37S, 16M 51S, 17M 18S, 18M 1S, 18M 2S, 18M 3S, 18M 13S, 18M 18S, 18M 19S, 18M 22S, 18M 30S, 18M 31S, 18M 35S, 18M 36S, 19M 8S, 19M 9S, 19M 16S, 19M 21S, 19M 32S, 19M 35S, 19M 38S, 19M 39S, 19M 41S, 19M 43S, 19M 44S, 20M 2S, 20M 14S, 20M 59S, 21M 0S, 21M 5S, 21M 13S, 21M 14S, 21M 18S, 21M 22S, 21M 23S, 21M 28S, 21M 29S, 21M 46S, 21M 49S, 21M 51S, 22M 0S, 22M 1S, 22M 2S, 22M 6S, 22M 15S, 22M 29S, 23M 9S, 23M 10S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",4,4,4,513,513
"?",26,"Aurignac/139/S4A08064_20190423_070000.wav","Eurasian Kestrel",7,0.85,"0.8646",7,"25M 41S, 25M 44S, 25M 47S, 25M 48S, 25M 49S, 25M 51S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",1541,1547,1547,NA,NA
"?",26,"Aurignac/139/S4A08064_20190423_070000.wav","Garden Warbler",9,0.75,"0.7775",7,"16M 3S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",963,NA,NA,NA,NA
"?",26,"Aurignac/139/S4A08064_20190423_070000.wav","Greater Whitethroat",11,0.95,"0.9898",7,"12M 48S, 12M 49S, 15M 3S, 16M 28S, 28M 17S, 28M 32S, 28M 39S, 28M 46S, 28M 47S, 28M 48S, 28M 51S, 28M 53S, 28M 55S, 28M 57S, 28M 58S, 29M 4S, 29M 5S, 29M 9S, 29M 10S, 29M 11S, 29M 15S, 29M 24S, 29M 25S, 29M 26S, 29M 27S, 29M 29S, 29M 30S, 29M 31S, 29M 48S, 29M 53S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",768,768,768,768,768
"?",26,"Aurignac/139/S4A08064_20190423_070000.wav","Song Thrush",12,0.85,"0.8992",7,"21M 30S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",1290,NA,NA,NA,NA
"?",26,"Aurignac/139/S4A08064_20190423_080000.wav","Common Buzzard",2,0.85,"0.8788",7,"8M 28S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",508,NA,NA,NA,NA
"?",26,"Aurignac/139/S4A08064_20190423_080000.wav","Corn Bunting",5,0.95,"0.9592",7,"2M 20S, 2M 59S, 3M 18S, 3M 39S, 4M 23S, 4M 24S, 4M 46S, 5M 12S, 5M 17S, 5M 18S, 5M 19S, 5M 31S, 5M 32S, 5M 33S, 5M 34S, 6M 1S, 6M 2S, 6M 8S, 6M 9S, 6M 10S, 7M 29S, 7M 30S, 7M 31S, 7M 43S, 8M 44S, 9M 47S, 14M 28S, 15M 46S, 15M 58S, 16M 28S, 16M 35S, 16M 38S, 16M 47S, 17M 12S, 17M 21S, 17M 22S, 19M 54S, 20M 2S, 20M 20S, 20M 37S, 20M 38S, 20M 50S, 23M 24S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",140,140,140,179,319
"?",26,"Aurignac/139/S4A08064_20190423_080000.wav","Eurasian Blackbird",6,0.95,"0.9629",7,"10S, 27S, 1M 2S, 1M 3S, 3M 35S, 21M 6S, 21M 27S, 21M 35S, 22M 12S, 22M 48S, 22M 49S, 24M 7S, 24M 18S, 24M 19S, 24M 24S, 24M 30S, 24M 39S, 24M 49S, 24M 54S, 24M 55S, 24M 57S, 25M 26S, 25M 27S, 25M 28S, 25M 39S, 25M 42S, 25M 47S, 25M 49S, 25M 50S, 26M 53S, 26M 54S, 26M 55S, 27M 11S, 27M 12S, 27M 15S, 27M 28S, 27M 29S, 27M 33S, 27M 34S, 27M 39S, 27M 40S, 27M 52S, 27M 53S, 27M 54S, 28M 1S, 28M 2S, 28M 3S, 28M 13S, 28M 14S, 28M 45S, 28M 50S, 28M 52S, 28M 53S, 29M 3S, 29M 4S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",10,10,10,1632,1632
"?",26,"Aurignac/139/S4A08064_20190423_080000.wav","Eurasian Kestrel",7,0.85,"0.8646",7,"6M 58S, 7M 6S, 7M 17S, 7M 19S","Tur mer, Lus meg, Syl com, Cor one, Emb cal, Cuc can, Str dec",418,418,418,NA,NA
