"recording_id","total_time","species","min_frequency","max_frequency","min_code_n_ind","detected_by_BirdNET","total_detections","proportion_of_time_detected","mean_BirdNET_confidence"
"33","22.182268","Sylvia atricapilla","1414.741943","6817.888184","1","FALSE","0","0","0"
"33","20.324642","Streptopelia decaocto","199.247467","900.876587","1","FALSE","0","0","0"
"33","5.303908","Troglodytes troglodytes","2077.997314","10026.605469","4","FALSE","0","0","0"
"34","36.891995","Luscinia megarhynchos","1223.337769","5640.024414","1","FALSE","0","0","0"
"34","13.818738","Otus scops","1040.334717","1646.337524","1","FALSE","0","0","0"
"34","0.537956000000001","Coturnix coturnix","1580.6604","3578.681641","1","TRUE","3","1","0.863466666666667"
"35","54.96395","Sylvia atricapilla","1132.704346","9779.214844","4","TRUE","1","0.0545812300607944","0.752"
"35","24.821615","Turdus merula","854.327454","4872.552734","4","FALSE","0","0","0"
"35","8.766998","Columba palumbus","261.291931","673.66272","4","FALSE","0","0","0"
"35","0.857367","Phasianus colchicus","481.116394","1813.215454","1","FALSE","0","0","0"
"35","2.168634","Emberiza calandra","4292.916504","8310.344727","1","FALSE","0","0","0"
"35","2.899918","Luscinia megarhynchos","1497.174072","3199.683594","4","FALSE","0","0","0"
"35","6.70763699999999","Corvus corone","301.711853","2517.766602","4","FALSE","0","0","0"
"35","3.471496","Curruca communis","1431.472656","6241.51123","4","FALSE","0","0","0"
"35","0.420278000000003","Oriolus oriolus","1132.704346","1955.092529","1","FALSE","0","0","0"
"35","2.639346","Emberiza citrinella","3835.412842","6533.382324","1","FALSE","0","0","0"
"35","9.229303","Streptopelia turtur","274.580719","673.66272","1","FALSE","0","0","0"
"36","45.701024","Sylvia atricapilla","1067.503906","11487.542969","1","TRUE","2","0.110441617238161","0.79335"
"36","5.825053","Corvus corone","465.011475","4292.916504","1","FALSE","0","0","0"
"36","1.143156","Curruca communis","1711.805054","6837.52832","1","FALSE","0","0","0"
"37","44.431784","Lullula arborea","1678.919434","4361.9375","1","TRUE","17","1","0.853705882352941"
"37","59.948446","Luscinia megarhynchos","1209.764648","3898.108887","4","FALSE","0","0","0"
"37","45.986812","Otus scops","1058.753418","1646.481934","4","FALSE","0","0","0"
"37","0.537956000000001","Coturnix coturnix","1683.984985","3351.885742","1","FALSE","0","0","0"
"38","25.292326","Phylloscopus collybita","2884.439941","8674.580078","4","FALSE","0","0","0"
"38","38.228483","Sylvia atricapilla","1380.591797","8674.580078","4","FALSE","0","0","0"
"38","15.550285","Emberiza calandra","1661.158203","10350.238281","4","FALSE","0","0","0"
"38","20.711297","Turdus merula","1180.3396","3216.318604","4","FALSE","0","0","0"
"38","21.316498","Streptopelia decaocto","295.894379","855.352844","1","FALSE","0","0","0"
"38","14.129745","Luscinia megarhynchos","855.352844","9413.810547","4","FALSE","0","0","0"
"38","13.112672","Anthus trivialis","1912.616699","9805.005859","4","TRUE","1","0.228786322116499","0.7115"
"38","1.672706","Parus major","2190.85498","8556.740234","4","FALSE","0","0","0"
"38","0.226951","Pica pica","895.205383","2580.68457","1","FALSE","0","0","0"
"38","0.504334","Oriolus oriolus","1631.477783","2498.724854","1","FALSE","0","0","0"
"38","1.672706","Parus major","2190.85498","8556.740234","4","FALSE","0","0","0"
"38","7.96847","Columba palumbus","273.996582","936.078857","1","FALSE","0","0","0"
"38","2.261097","Emberiza citrinella","3916.3396","7665.801758","1","TRUE","3","1","0.829166666666667"
"38","0.714472999999998","Cyanistes caeruleus","4810.756836","8440.379883","4","FALSE","0","0","0"
"38","2.261097","Emberiza citrinella","3916.3396","7665.801758","1","TRUE","3","1","0.829166666666667"
"38","1.50459499999999","Certhia brachydactyla","3070.479736","8793.921875","4","FALSE","0","0","0"
"39","33.924834","Turdus merula","1020.99469","4605.543457","1","FALSE","0","0","0"
"39","16.483301","Sylvia atricapilla","1544.655884","4880.910645","4","FALSE","0","0","0"
"39","1.13475","Garrulus glandarius","915.512756","3316.665771","1","FALSE","0","0","0"
"39","4.984497","Streptopelia decaocto","214.29921","778.609924","1","FALSE","0","0","0"
"39","1.470973","Emberiza cirlus","2750.959229","4605.543457","1","FALSE","0","0","0"
"39","4.757547","Phylloscopus collybita","3419.583984","8325.483398","1","FALSE","0","0","0"
"39","1.714734","Fringilla coelebs","2884.439941","8325.483398","1","FALSE","0","0","0"
"40","32.722839","Luscinia megarhynchos","1444.995361","3959.713379","1","FALSE","0","0","0"
"41","20.828974","Cyanistes caeruleus","2113.503662","10951.731445","1","FALSE","0","0","0"
"41","9.666393","Emberiza citrinella","3994.621094","7382.894531","1","FALSE","0","0","0"
"41","38.186454","Sylvia atricapilla","1535.710693","7996.241211","1","FALSE","0","0","0"
"41","5.18623200000001","Oriolus oriolus","1058.109009","2423.38623","1","TRUE","1","0.137763216146134","0.708"
"41","1.454162","Turdus merula","1559.193237","2423.38623","1","FALSE","0","0","0"
"41","2.19385","Turdus philomelos","2203.092773","3398.348877","1","FALSE","0","0","0"
"41","4.27002400000001","Phoenicurus ochruros","1680.358887","7215.73584","1","FALSE","0","0","0"
"41","7.413702","Corvus corone","321.12616","2203.092773","1","FALSE","0","0","0"
"41","0.899394999999998","Phasianus colchicus","433.594025","6138.51709","1","FALSE","0","0","0"
"42","8.699755","Sylvia atricapilla","1694.471069","4854.849609","1","FALSE","0","0","0"
"42","6.312575","Parus major","2859.910889","6443.172363","1","FALSE","0","0","0"
"42","22.552114","Phylloscopus collybita","2379.131836","9418.518555","1","FALSE","0","0","0"
"42","11.305476","Passer domesticus","2205.520752","4908.838867","1","FALSE","0","0","0"
"42","1.017072","Curruca communis","2594.832764","6943.567383","1","FALSE","0","0","0"
"42","6.312575","Parus major","2859.910889","6443.172363","1","FALSE","0","0","0"
"43","58.334579","Otus scops","1086.142334","1646.337524","1","FALSE","0","0","0"
"43","7.13632","Luscinia megarhynchos","1476.553345","3792.338867","1","FALSE","0","0","0"
"44","29.705245","Alauda arvensis","1816.261475","8668.104492","4","FALSE","0","0","0"
"44","18.458607","Streptopelia decaocto","271.074707","763.799011","1","FALSE","0","0","0"
"44","1.412134","Oriolus oriolus","923.518127","2247.642334","1","FALSE","0","0","0"
"44","22.266326","Emberiza calandra","2040.048828","9626.195312","1","FALSE","0","0","0"
"44","11.465183","Emberiza citrinella","3924.444336","6917.081543","4","FALSE","0","0","0"
"44","16.911984","Luscinia megarhynchos","1067.907959","10010.227539","4","FALSE","0","0","0"
"44","12.305739","Cyanistes caeruleus","4214.619629","9501.271484","1","FALSE","0","0","0"
"44","10.515354","Corvus corone","334.838104","2588.890625","1","FALSE","0","0","0"
"44","2.387179","Galerida cristata","1974.152466","4783.583496","4","FALSE","0","0","0"
"44","5.875486","Hippolais polyglotta","3296.010254","4987.517578","4","FALSE","0","0","0"
"44","7.833982","Sylvia atricapilla","1974.152466","4717.244629","4","FALSE","0","0","0"
"44","1.403729","Curruca communis","1696.687988","5569.189453","4","FALSE","0","0","0"
"44","11.490399","Lullula arborea","1909.840942","5057.166016","4","FALSE","0","0","0"
"44","0.773311","Phasianus colchicus","521.380737","2507.841797","1","FALSE","0","0","0"
"45","5.42999099999999","Corvus corone","554.697632","3111.717529","1","FALSE","0","0","0"
"45","21.42577","Emberiza calandra","2221.758545","10825.685547","1","TRUE","3","0.0863955414437845","0.766466666666667"
"45","17.702106","Sylvia atricapilla","1388.234497","7763.500977","1","FALSE","0","0","0"
"45","2.067768","Emberiza citrinella","4113.215332","6012.812012","1","FALSE","0","0","0"
"47","52.971832","Sylvia atricapilla","1632.004639","6888.617676","4","FALSE","0","0","0"
"47","32.504296","Emberiza calandra","2144.023438","19326.404297","1","TRUE","4","0.282110186296605","0.86705"
"47","0.285789","Passer domesticus","2546.402344","4515.949707","1","FALSE","0","0","0"
"47","1.840817","Turdus merula","1365.614868","2338.55957","4","FALSE","0","0","0"
"47","9.93537100000001","Alauda arvensis","1388.519409","10099.750977","1","FALSE","0","0","0"
"47","15.40739","Streptopelia decaocto","275.867554","719.776978","1","FALSE","0","0","0"
"47","9.93537100000001","Alauda arvensis","1388.519409","10099.750977","1","FALSE","0","0","0"
"47","5.177824","Parus major","673.576477","19548.470703","4","FALSE","0","0","0"
"48","11.767781","Emberiza calandra","2667.158936","9776.237305","1","FALSE","0","0","0"
"48","2.361962","Curruca communis","2091.393555","5387.662109","1","FALSE","0","0","0"
"48","10.40608","Sylvia atricapilla","1854.130005","4925.472656","1","FALSE","0","0","0"
"48","30.377689","Passer domesticus","2700.556885","5327.873535","4","FALSE","0","0","0"
"49","32.033584","Sylvia atricapilla","1448.709839","5016.513184","1","FALSE","0","0","0"
"49","21.459392","Turdus merula","1245.791016","4073.64624","1","FALSE","0","0","0"
"49","4.396106","Chloris chloris","1873.112183","5241.630859","1","FALSE","0","0","0"
"49","5.514047","Fringilla coelebs","1591.581299","6145.60791","4","FALSE","0","0","0"
"49","1.706329","Cyanistes caeruleus","2226.669189","8270.84375","1","FALSE","0","0","0"
"49","1.311267","Streptopelia decaocto","276.823181","714.296753","1","FALSE","0","0","0"
"51","55.745666","Streptopelia decaocto","344.357269","985.024902","1","FALSE","0","0","0"
"51","51.416803","Turdus merula","451.392578","11176.305664","4","TRUE","1","0.0583466848376396","0.8189"
"51","3.580767","Oriolus oriolus","746.236877","3098.405273","1","FALSE","0","0","0"
"51","29.780897","Sylvia atricapilla","825.939453","11830.811523","4","FALSE","0","0","0"
"51","13.305999","Parus major","785.553711","10112.098633","4","FALSE","0","0","0"
"51","6.337791","Emberiza calandra","3149.690674","11176.305664","1","FALSE","0","0","0"
"51","9.784071","Troglodytes troglodytes","1141.11084","7793.163086","4","FALSE","0","0","0"
"51","5.75780700000001","Corvus corone","616.643311","2448.173828","4","FALSE","0","0","0"
"51","4.169156","Emberiza citrinella","3761.644531","8882.741211","1","FALSE","0","0","0"
"51","14.642484","Streptopelia turtur","277.22348","795.088989","4","FALSE","0","0","0"
"51","5.825053","Curruca communis","1433.777344","7349.550781","1","FALSE","0","0","0"
"51","4.169156","Emberiza citrinella","3761.644531","8882.741211","1","FALSE","0","0","0"
"51","51.416803","Turdus merula","451.392578","11176.305664","4","TRUE","1","0.0583466848376396","0.8189"
"51","2.143417","Coturnix coturnix","1772.966675","4540.690918","4","FALSE","0","0","0"
"52","1.412134","Emberiza calandra","5214.025879","7755.441406","1","FALSE","0","0","0"
"52","14.575239","Sylvia atricapilla","1226.23645","4792.395996","1","FALSE","0","0","0"
"53","1.563434","Luscinia megarhynchos","1859.92627","3831.223145","1","FALSE","0","0","0"
"54","32.210102","Sylvia atricapilla","1248.714722","5589.620605","1","FALSE","0","0","0"
"54","13.810335","Emberiza calandra","4158.674805","9689.857422","1","FALSE","0","0","0"
"54","33.269201","Parus major","2694.800049","6559.487793","1","TRUE","3","0.270520473274967","0.7757"
"54","4.37089100000001","Turdus merula","519.647766","3436.222168","1","FALSE","0","0","0"
"55","59.923229","Lullula arborea","1977.021851","4498.137207","4","TRUE","4","0.200256231185406","0.78085"
"55","13.415272","Garrulus glandarius","593.436035","11838.958984","1","TRUE","3","0.187970024014422","0.755333333333333"
"55","11.305477","Turdus merula","1380.591797","3858.310303","1","FALSE","0","0","0"
"55","1.336484","Passer domesticus","2498.724854","4094.896729","1","FALSE","0","0","0"
"55","13.415272","Garrulus glandarius","593.436035","11838.958984","1","TRUE","3","0.187970024014422","0.755333333333333"
"57","57.772527","Sylvia atricapilla","1624.369629","8829.709961","1","TRUE","1","0.0519277960612663","0.8355"
"57","33.874401","Corvus corone","234.204712","2515.863037","1","FALSE","0","0","0"
"57","17.643267","Columba oenas","123.40152","514.284546","1","FALSE","0","0","0"
"57","10.742304","Cyanistes caeruleus","3734.112549","8479.335938","1","FALSE","0","0","0"
"57","3.580769","Turdus merula","1251.57959","3639.546875","4","FALSE","0","0","0"
"57","29.553945","Troglodytes troglodytes","1511.128662","9830.8125","4","FALSE","0","0","0"
"57","5.387965","Certhia brachydactyla","5050.582031","9443.633789","1","TRUE","3","0.61753519185815","0.865466666666667"
"57","0.563172000000002","Oriolus oriolus","1156.500488","2321.229004","4","FALSE","0","0","0"
"57","1.34489","Turdus viscivorus","2068.370361","3178.280762","1","FALSE","0","0","0"
"57","1.563434","Luscinia megarhynchos","1456.594727","2809.595459","4","FALSE","0","0","0"
"58","20.417103","Luscinia megarhynchos","934.109314","7708.014648","1","FALSE","0","0","0"
"59","18.651935","Sylvia atricapilla","1474.517578","5487.98291","1","FALSE","0","0","0"
