"recording_id","initial_time","final_time","species","total_time","min_code_n_ind","correctly_identified"
18,9,12,"Sturnus vulgaris",3,1,FALSE
18,10,13,"Columba palumbus",1.87,1,FALSE
18,10,13,"Luscinia megarhynchos",3,4,FALSE
18,10,13,"Passer domesticus",3,4,FALSE
18,10,13,"Sturnus vulgaris",3,1,FALSE
18,11,14,"Columba palumbus",0.87,1,FALSE
18,11,14,"Luscinia megarhynchos",3,4,FALSE
18,11,14,"Passer domesticus",3,4,FALSE
18,11,14,"Sturnus vulgaris",3,1,FALSE
18,12,15,"Luscinia megarhynchos",3,4,FALSE
18,12,15,"Passer domesticus",3,4,FALSE
18,12,15,"Sturnus vulgaris",2.12,1,FALSE
18,13,16,"Curruca communis",0.39,4,FALSE
18,13,16,"Luscinia megarhynchos",3,4,FALSE
18,13,16,"Passer domesticus",3,4,FALSE
18,13,16,"Sturnus vulgaris",1.12,1,FALSE
18,14,17,"Curruca communis",1.33,4,FALSE
18,14,17,"Luscinia megarhynchos",2.14,4,FALSE
18,14,17,"Passer domesticus",2.67,4,FALSE
18,14,17,"Sturnus vulgaris",0.12,1,FALSE
18,15,18,"Curruca communis",1.33,4,FALSE
18,15,18,"Luscinia megarhynchos",1.14,4,FALSE
18,15,18,"Passer domesticus",1.67,4,FALSE
18,15,18,"Sylvia atricapilla",0.83,1,FALSE
18,16,19,"Curruca communis",0.94,4,FALSE
18,16,19,"Luscinia megarhynchos",0.14,4,FALSE
18,16,19,"Passer domesticus",0.67,4,FALSE
18,16,19,"Sylvia atricapilla",1.83,1,FALSE
18,17,20,"Sylvia atricapilla",1.9,1,FALSE
18,18,21,"Sylvia atricapilla",1.07,1,FALSE
18,19,22,"Luscinia megarhynchos",0.55,1,FALSE
18,19,22,"Sylvia atricapilla",0.07,1,FALSE
18,20,23,"Luscinia megarhynchos",1.55,1,FALSE
18,20,23,"Passer domesticus",0.11,4,FALSE
18,21,24,"Luscinia megarhynchos",2.55,1,FALSE
18,21,24,"Passer domesticus",1.11,4,FALSE
18,21,24,"Sturnus vulgaris",0.99,2,FALSE
18,22,25,"Luscinia megarhynchos",3,1,FALSE
18,22,25,"Passer domesticus",2.11,4,FALSE
18,22,25,"Sturnus vulgaris",1.99,2,FALSE
18,23,26,"Luscinia megarhynchos",3,1,FALSE
18,23,26,"Passer domesticus",3,4,FALSE
18,23,26,"Sturnus vulgaris",2.99,2,FALSE
18,24,27,"Luscinia megarhynchos",3,1,FALSE
18,24,27,"Passer domesticus",3,4,FALSE
18,24,27,"Sturnus vulgaris",3,2,FALSE
18,25,28,"Luscinia megarhynchos",3,1,FALSE
18,25,28,"Passer domesticus",3,4,FALSE
18,25,28,"Sturnus vulgaris",3,2,FALSE
18,26,29,"Luscinia megarhynchos",3,1,FALSE
18,26,29,"Passer domesticus",3,4,FALSE
18,26,29,"Sturnus vulgaris",3,2,FALSE
18,27,30,"Luscinia megarhynchos",2.74,1,FALSE
18,27,30,"Passer domesticus",3,4,FALSE
18,27,30,"Sturnus vulgaris",3,2,FALSE
18,28,31,"Luscinia megarhynchos",1.74,1,FALSE
18,28,31,"Passer domesticus",2.99,4,FALSE
18,28,31,"Sturnus vulgaris",3,2,FALSE
18,29,32,"Luscinia megarhynchos",0.74,1,FALSE
18,29,32,"Passer domesticus",1.99,4,FALSE
18,29,32,"Sturnus vulgaris",3,2,FALSE
18,30,33,"Passer domesticus",0.99,4,FALSE
18,30,33,"Sturnus vulgaris",3,2,FALSE
18,31,34,"Luscinia megarhynchos",0.35,1,FALSE
18,31,34,"Passer domesticus",0.12,4,FALSE
18,31,34,"Sturnus vulgaris",3,2,FALSE
18,32,35,"Luscinia megarhynchos",0.58,1,FALSE
18,32,35,"Passer domesticus",1.12,4,FALSE
18,32,35,"Sturnus vulgaris",3,2,FALSE
18,33,36,"Luscinia megarhynchos",0.58,1,FALSE
18,33,36,"Passer domesticus",2.12,4,FALSE
18,33,36,"Sturnus vulgaris",3,2,FALSE
18,34,37,"Luscinia megarhynchos",0.23,1,FALSE
18,34,37,"Luscinia megarhynchos",0.71,4,FALSE
18,34,37,"Passer domesticus",3,4,FALSE
18,34,37,"Sturnus vulgaris",3,2,FALSE
18,35,38,"Luscinia megarhynchos",1.71,4,FALSE
18,35,38,"Passer domesticus",3,4,FALSE
18,35,38,"Sturnus vulgaris",3,2,FALSE
18,36,39,"Luscinia megarhynchos",2.71,4,FALSE
18,36,39,"Passer domesticus",3,4,FALSE
18,36,39,"Sturnus vulgaris",3,2,FALSE
18,37,40,"Luscinia megarhynchos",3,4,FALSE
18,37,40,"Passer domesticus",2.14,4,FALSE
18,37,40,"Sturnus vulgaris",3,2,FALSE
18,38,41,"Luscinia megarhynchos",3,4,FALSE
18,38,41,"Passer domesticus",1.14,4,FALSE
18,38,41,"Sturnus vulgaris",3,2,FALSE
18,39,42,"Luscinia megarhynchos",3,4,FALSE
18,39,42,"Passer domesticus",0.14,4,FALSE
18,39,42,"Passer domesticus",0.73,4,FALSE
18,39,42,"Sturnus vulgaris",3,2,FALSE
18,40,43,"Luscinia megarhynchos",3,4,FALSE
18,40,43,"Passer domesticus",1.73,4,FALSE
18,40,43,"Sturnus vulgaris",3,2,FALSE
18,41,44,"Luscinia megarhynchos",3,4,FALSE
18,41,44,"Passer domesticus",2.73,4,FALSE
18,41,44,"Sturnus vulgaris",3,2,FALSE
18,42,45,"Luscinia megarhynchos",3,4,FALSE
18,42,45,"Passer domesticus",3,4,FALSE
18,42,45,"Sturnus vulgaris",3,2,FALSE
18,43,46,"Luscinia megarhynchos",3,4,FALSE
18,43,46,"Passer domesticus",3,4,FALSE
18,43,46,"Sturnus vulgaris",3,2,FALSE
18,44,47,"Curruca communis",0.19,4,FALSE
18,44,47,"Luscinia megarhynchos",2.88,4,TRUE
18,44,47,"Passer domesticus",3,4,FALSE
18,44,47,"Sturnus vulgaris",3,2,FALSE
18,45,48,"Curruca communis",1.14,4,FALSE
18,45,48,"Luscinia megarhynchos",1.88,4,FALSE
18,45,48,"Passer domesticus",3,4,FALSE
18,45,48,"Sturnus vulgaris",3,2,FALSE
18,46,49,"Curruca communis",1.14,4,FALSE
18,46,49,"Luscinia megarhynchos",0.88,4,TRUE
18,46,49,"Passer domesticus",3,4,FALSE
18,46,49,"Sturnus vulgaris",3,2,FALSE
18,47,50,"Columba palumbus",0.07,1,FALSE
18,47,50,"Curruca communis",0.95,4,FALSE
18,47,50,"Passer domesticus",2.02,4,FALSE
18,47,50,"Sturnus vulgaris",3,2,FALSE
18,48,51,"Columba palumbus",1.07,1,FALSE
18,48,51,"Luscinia megarhynchos",0.97,4,FALSE
18,48,51,"Passer domesticus",1.02,4,FALSE
18,48,51,"Sturnus vulgaris",3,2,FALSE
18,49,52,"Columba palumbus",2.07,1,FALSE
18,49,52,"Curruca communis",0.59,4,FALSE
18,49,52,"Luscinia megarhynchos",1.97,4,FALSE
18,49,52,"Passer domesticus",0.02,4,FALSE
18,49,52,"Sturnus vulgaris",3,2,FALSE
18,50,53,"Columba palumbus",2.88,1,FALSE
18,50,53,"Curruca communis",1.47,4,FALSE
18,50,53,"Luscinia megarhynchos",2.97,4,FALSE
18,50,53,"Passer domesticus",0.89,4,FALSE
18,50,53,"Sturnus vulgaris",2.17,2,FALSE
18,51,54,"Columba palumbus",1.88,1,FALSE
18,51,54,"Curruca communis",1.47,4,FALSE
18,51,54,"Luscinia megarhynchos",3,4,FALSE
18,51,54,"Passer domesticus",1.89,4,FALSE
18,51,54,"Sturnus vulgaris",1.17,2,FALSE
18,52,55,"Columba palumbus",0.88,1,FALSE
18,52,55,"Curruca communis",0.88,4,FALSE
18,52,55,"Luscinia megarhynchos",3,4,FALSE
18,52,55,"Passer domesticus",2.89,4,FALSE
18,52,55,"Sturnus vulgaris",0.17,2,FALSE
18,53,56,"Luscinia megarhynchos",3,4,FALSE
18,53,56,"Passer domesticus",2.44,4,FALSE
18,54,57,"Curruca communis",0.39,4,FALSE
18,54,57,"Luscinia megarhynchos",3,4,FALSE
18,54,57,"Passer domesticus",1.44,4,FALSE
18,55,58,"Curruca communis",1.29,4,FALSE
18,55,58,"Luscinia megarhynchos",3,4,FALSE
18,55,58,"Passer domesticus",0.44,4,FALSE
18,56,59,"Curruca communis",1.29,4,FALSE
18,56,59,"Luscinia megarhynchos",3,4,FALSE
18,56,59,"Passer domesticus",0.2,1,FALSE
18,57,60,"Curruca communis",0.9,4,FALSE
18,57,60,"Luscinia megarhynchos",2.98,4,FALSE
18,57,60,"Passer domesticus",0.2,1,FALSE
18,57,60,"Streptopelia decaocto",0.93,1,FALSE
19,0,3,"Luscinia megarhynchos",2.23,1,FALSE
19,1,4,"Luscinia megarhynchos",3,1,FALSE
19,2,5,"Luscinia megarhynchos",3,1,FALSE
19,3,6,"Luscinia megarhynchos",3,1,FALSE
19,4,7,"Luscinia megarhynchos",3,1,FALSE
19,5,8,"Luscinia megarhynchos",3,1,FALSE
19,6,9,"Luscinia megarhynchos",3,1,FALSE
19,7,10,"Luscinia megarhynchos",3,1,FALSE
19,8,11,"Luscinia megarhynchos",3,1,FALSE
19,9,12,"Luscinia megarhynchos",3,1,FALSE
19,10,13,"Luscinia megarhynchos",3,1,FALSE
19,11,14,"Luscinia megarhynchos",3,1,FALSE
19,12,15,"Luscinia megarhynchos",3,1,FALSE
19,13,16,"Luscinia megarhynchos",3,1,FALSE
19,14,17,"Luscinia megarhynchos",3,1,FALSE
19,15,18,"Luscinia megarhynchos",3,1,FALSE
19,16,19,"Luscinia megarhynchos",3,1,FALSE
19,17,20,"Luscinia megarhynchos",2.51,1,FALSE
19,18,21,"Luscinia megarhynchos",1.51,1,FALSE
19,19,22,"Luscinia megarhynchos",0.51,1,FALSE
19,21,24,"Luscinia megarhynchos",0.2,1,FALSE
19,22,25,"Luscinia megarhynchos",1.2,1,FALSE
19,23,26,"Luscinia megarhynchos",1.68,1,FALSE
19,24,27,"Luscinia megarhynchos",1.48,1,FALSE
19,25,28,"Luscinia megarhynchos",0.48,1,FALSE
19,26,29,"Luscinia megarhynchos",0.4,1,FALSE
19,27,30,"Luscinia megarhynchos",1.4,1,FALSE
19,28,31,"Luscinia megarhynchos",2.4,1,FALSE
19,29,32,"Luscinia megarhynchos",2.41,1,FALSE
19,30,33,"Luscinia megarhynchos",1.41,1,FALSE
19,31,34,"Luscinia megarhynchos",0.41,1,FALSE
19,33,36,"Luscinia megarhynchos",0.92,1,FALSE
19,34,37,"Luscinia megarhynchos",1.92,1,FALSE
19,35,38,"Luscinia megarhynchos",1.94,1,TRUE
19,36,39,"Luscinia megarhynchos",1.03,1,FALSE
19,37,40,"Luscinia megarhynchos",0.03,1,FALSE
19,38,41,"Luscinia megarhynchos",0.11,1,FALSE
19,39,42,"Luscinia megarhynchos",1.11,1,FALSE
19,40,43,"Luscinia megarhynchos",2.11,1,FALSE
19,41,44,"Luscinia megarhynchos",3,1,FALSE
19,42,45,"Luscinia megarhynchos",3,1,FALSE
19,43,46,"Luscinia megarhynchos",3,1,FALSE
19,44,47,"Luscinia megarhynchos",3,1,FALSE
19,45,48,"Luscinia megarhynchos",3,1,FALSE
19,46,49,"Luscinia megarhynchos",3,1,FALSE
19,47,50,"Luscinia megarhynchos",3,1,FALSE
19,48,51,"Luscinia megarhynchos",3,1,FALSE
19,49,52,"Luscinia megarhynchos",3,1,FALSE
19,50,53,"Luscinia megarhynchos",3,1,FALSE
19,51,54,"Luscinia megarhynchos",3,1,FALSE
19,52,55,"Luscinia megarhynchos",3,1,FALSE
19,53,56,"Luscinia megarhynchos",3,1,FALSE
19,54,57,"Luscinia megarhynchos",3,1,FALSE
19,55,58,"Luscinia megarhynchos",3,1,FALSE
19,56,59,"Luscinia megarhynchos",3,1,FALSE
19,57,60,"Luscinia megarhynchos",2.95,1,FALSE
20,0,3,"Emberiza calandra",0.57,1,FALSE
20,0,3,"Luscinia megarhynchos",3,4,FALSE
20,1,4,"Emberiza calandra",1.49,1,FALSE
20,1,4,"Luscinia megarhynchos",3,4,FALSE
20,2,5,"Emberiza calandra",1.49,1,FALSE
20,2,5,"Luscinia megarhynchos",3,4,FALSE
20,2,5,"Sylvia atricapilla",0.38,4,FALSE
20,3,6,"Emberiza calandra",0.92,1,FALSE
20,3,6,"Luscinia megarhynchos",3,4,FALSE
20,3,6,"Sylvia atricapilla",1.38,4,FALSE
20,4,7,"Luscinia megarhynchos",2.95,4,FALSE
20,4,7,"Sylvia atricapilla",2.38,4,FALSE
20,5,8,"Luscinia megarhynchos",1.95,4,FALSE
20,5,8,"Sylvia atricapilla",3,4,FALSE
20,6,9,"Luscinia megarhynchos",0.95,4,FALSE
20,6,9,"Sylvia atricapilla",3,4,TRUE
20,7,10,"Luscinia megarhynchos",0.33,4,FALSE
20,7,10,"Sylvia atricapilla",2.72,4,TRUE
20,8,11,"Emberiza calandra",0.23,1,FALSE
20,8,11,"Luscinia megarhynchos",1.33,4,FALSE
20,8,11,"Sylvia atricapilla",1.72,4,TRUE
20,9,12,"Emberiza calandra",1.23,1,FALSE
20,9,12,"Luscinia megarhynchos",2.33,4,FALSE
20,9,12,"Sylvia atricapilla",0.72,4,FALSE
20,10,13,"Emberiza calandra",1.33,1,FALSE
20,10,13,"Fringilla coelebs",0.53,4,FALSE
20,10,13,"Luscinia megarhynchos",3,4,TRUE
20,11,14,"Emberiza calandra",1.1,1,FALSE
20,11,14,"Fringilla coelebs",1.53,4,FALSE
20,11,14,"Luscinia megarhynchos",3,4,FALSE
20,12,15,"Emberiza calandra",0.1,1,FALSE
20,12,15,"Fringilla coelebs",2.53,4,TRUE
20,12,15,"Luscinia megarhynchos",3,4,TRUE
20,12,15,"Oriolus oriolus",0.84,4,FALSE
20,13,16,"Fringilla coelebs",2.42,4,TRUE
20,13,16,"Luscinia megarhynchos",3,4,FALSE
20,13,16,"Oriolus oriolus",1.45,4,FALSE
20,13,16,"Sylvia atricapilla",0.79,4,FALSE
20,14,17,"Fringilla coelebs",1.42,4,FALSE
20,14,17,"Luscinia megarhynchos",3,4,FALSE
20,14,17,"Oriolus oriolus",1.45,4,FALSE
20,14,17,"Sylvia atricapilla",1.79,4,FALSE
20,15,18,"Fringilla coelebs",0.42,4,FALSE
20,15,18,"Luscinia megarhynchos",3,4,FALSE
20,15,18,"Oriolus oriolus",0.61,4,FALSE
20,15,18,"Sylvia atricapilla",1.95,4,FALSE
20,16,19,"Luscinia megarhynchos",3,4,FALSE
20,16,19,"Sylvia atricapilla",1.16,4,FALSE
20,16,19,"Sylvia atricapilla",0.79,4,FALSE
20,17,20,"Luscinia megarhynchos",3,4,FALSE
20,17,20,"Sylvia atricapilla",0.16,4,FALSE
20,17,20,"Sylvia atricapilla",1.45,4,FALSE
20,18,21,"Luscinia megarhynchos",3,4,TRUE
20,18,21,"Sylvia atricapilla",1.45,4,FALSE
20,19,22,"Corvus corone",0.08,4,FALSE
20,19,22,"Luscinia megarhynchos",3,4,FALSE
20,19,22,"Sylvia atricapilla",0.66,4,FALSE
20,19,22,"Sylvia atricapilla",0.72,4,FALSE
20,20,23,"Corvus corone",1.08,4,FALSE
20,20,23,"Luscinia megarhynchos",3,4,FALSE
20,20,23,"Sylvia atricapilla",1.72,4,TRUE
20,21,24,"Corvus corone",2.08,4,FALSE
20,21,24,"Luscinia megarhynchos",3,4,FALSE
20,21,24,"Sylvia atricapilla",2.72,4,TRUE
20,22,25,"Corvus corone",3,4,FALSE
20,22,25,"Luscinia megarhynchos",3,4,FALSE
20,22,25,"Sylvia atricapilla",3,4,FALSE
20,23,26,"Corvus corone",2.07,4,FALSE
20,23,26,"Fringilla coelebs",0.85,4,FALSE
20,23,26,"Luscinia megarhynchos",3,4,FALSE
20,23,26,"Sylvia atricapilla",3,4,FALSE
20,24,27,"Corvus corone",1.07,4,FALSE
20,24,27,"Fringilla coelebs",1.85,4,FALSE
20,24,27,"Luscinia megarhynchos",3,4,FALSE
20,24,27,"Sylvia atricapilla",3,4,FALSE
20,25,28,"Corvus corone",0.07,4,FALSE
20,25,28,"Fringilla coelebs",2.74,4,FALSE
20,25,28,"Luscinia megarhynchos",3,4,FALSE
20,25,28,"Sylvia atricapilla",3,4,FALSE
20,26,29,"Fringilla coelebs",1.89,4,FALSE
20,26,29,"Luscinia megarhynchos",3,4,FALSE
20,26,29,"Sylvia atricapilla",3,4,FALSE
20,27,30,"Emberiza calandra",0.66,1,FALSE
20,27,30,"Fringilla coelebs",0.89,4,FALSE
20,27,30,"Luscinia megarhynchos",3,4,FALSE
20,27,30,"Sylvia atricapilla",3,4,FALSE
20,28,31,"Emberiza calandra",1.01,1,FALSE
20,28,31,"Luscinia megarhynchos",3,4,FALSE
20,28,31,"Sylvia atricapilla",3,4,FALSE
20,29,32,"Emberiza calandra",1.01,1,FALSE
20,29,32,"Luscinia megarhynchos",3,4,FALSE
20,29,32,"Sylvia atricapilla",3,4,TRUE
20,30,33,"Emberiza calandra",0.34,1,FALSE
20,30,33,"Luscinia megarhynchos",3,4,FALSE
20,30,33,"Sylvia atricapilla",3,4,TRUE
20,31,34,"Curruca communis",0.87,1,FALSE
20,31,34,"Luscinia megarhynchos",3,4,FALSE
20,31,34,"Sylvia atricapilla",2.1,4,TRUE
20,32,35,"Curruca communis",1.18,1,FALSE
20,32,35,"Garrulus glandarius",0.36,1,FALSE
20,32,35,"Luscinia megarhynchos",3,4,FALSE
20,32,35,"Luscinia megarhynchos",0.15,4,FALSE
20,32,35,"Sylvia atricapilla",1.1,4,FALSE
20,33,36,"Curruca communis",1.18,1,FALSE
20,33,36,"Garrulus glandarius",0.36,1,FALSE
20,33,36,"Luscinia megarhynchos",3,4,FALSE
20,33,36,"Luscinia megarhynchos",1.15,4,FALSE
20,33,36,"Sylvia atricapilla",0.1,4,FALSE
20,34,37,"Curruca communis",0.31,1,FALSE
20,34,37,"Garrulus glandarius",0.36,1,FALSE
20,34,37,"Luscinia megarhynchos",3,4,FALSE
20,34,37,"Luscinia megarhynchos",2.15,4,FALSE
20,34,37,"Sylvia atricapilla",0.91,4,FALSE
20,35,38,"Emberiza calandra",0.17,1,FALSE
20,35,38,"Luscinia megarhynchos",2.63,4,FALSE
20,35,38,"Luscinia megarhynchos",3,4,FALSE
20,35,38,"Sylvia atricapilla",1.91,4,FALSE
20,36,39,"Emberiza calandra",1.17,1,FALSE
20,36,39,"Luscinia megarhynchos",1.63,4,FALSE
20,36,39,"Luscinia megarhynchos",3,4,FALSE
20,36,39,"Sylvia atricapilla",2.91,4,TRUE
20,37,40,"Emberiza calandra",1.17,1,FALSE
20,37,40,"Luscinia megarhynchos",0.63,4,FALSE
20,37,40,"Luscinia megarhynchos",3,4,FALSE
20,37,40,"Sylvia atricapilla",2.47,4,FALSE
20,38,41,"Emberiza calandra",0.99,1,FALSE
20,38,41,"Luscinia megarhynchos",3,4,FALSE
20,38,41,"Sylvia atricapilla",1.47,4,FALSE
20,39,42,"Luscinia megarhynchos",3,4,FALSE
20,39,42,"Sylvia atricapilla",0.47,4,FALSE
20,39,42,"Sylvia atricapilla",0.78,4,FALSE
20,40,43,"Luscinia megarhynchos",3,4,FALSE
20,40,43,"Sylvia atricapilla",1.78,4,FALSE
20,41,44,"Luscinia megarhynchos",3,4,FALSE
20,41,44,"Sylvia atricapilla",2.53,4,FALSE
20,41,44,"Turdus merula",0.33,1,FALSE
20,42,45,"Luscinia megarhynchos",3,4,FALSE
20,42,45,"Sylvia atricapilla",1.75,4,FALSE
20,42,45,"Turdus merula",0.95,1,FALSE
20,43,46,"Emberiza calandra",0.18,1,FALSE
20,43,46,"Luscinia megarhynchos",3,4,FALSE
20,43,46,"Sylvia atricapilla",0.75,4,FALSE
20,43,46,"Turdus merula",0.95,1,FALSE
20,44,47,"Emberiza calandra",1.18,1,FALSE
20,44,47,"Luscinia megarhynchos",3,4,TRUE
20,44,47,"Turdus merula",0.62,1,FALSE
20,45,48,"Emberiza calandra",2.16,1,FALSE
20,45,48,"Luscinia megarhynchos",3,4,FALSE
20,46,49,"Emberiza calandra",1.98,1,FALSE
20,46,49,"Garrulus glandarius",0.34,4,FALSE
20,46,49,"Luscinia megarhynchos",3,4,FALSE
20,47,50,"Emberiza calandra",0.98,1,FALSE
20,47,50,"Garrulus glandarius",0.41,4,FALSE
20,47,50,"Luscinia megarhynchos",3,4,FALSE
20,47,50,"Sylvia atricapilla",0.02,4,FALSE
20,48,51,"Garrulus glandarius",0.41,4,FALSE
20,48,51,"Luscinia megarhynchos",3,4,FALSE
20,48,51,"Sylvia atricapilla",1.02,4,TRUE
20,49,52,"Garrulus glandarius",0.07,4,FALSE
20,49,52,"Luscinia megarhynchos",3,4,FALSE
20,49,52,"Sylvia atricapilla",2.02,4,TRUE
20,50,53,"Garrulus glandarius",0.32,4,FALSE
20,50,53,"Luscinia megarhynchos",3,4,FALSE
20,50,53,"Sylvia atricapilla",3,4,TRUE
20,51,54,"Garrulus glandarius",1.05,4,FALSE
20,51,54,"Luscinia megarhynchos",3,4,FALSE
20,51,54,"Sylvia atricapilla",3,4,TRUE
20,52,55,"Emberiza calandra",0.02,1,FALSE
20,52,55,"Fringilla coelebs",0.42,4,FALSE
20,52,55,"Garrulus glandarius",1.05,4,FALSE
20,52,55,"Luscinia megarhynchos",3,4,FALSE
20,52,55,"Sylvia atricapilla",2.14,4,FALSE
20,53,56,"Emberiza calandra",1.02,1,FALSE
20,53,56,"Fringilla coelebs",1.42,4,FALSE
20,53,56,"Garrulus glandarius",0.73,4,FALSE
20,53,56,"Garrulus glandarius",0.22,1,FALSE
20,53,56,"Luscinia megarhynchos",3,4,FALSE
20,53,56,"Sylvia atricapilla",1.14,4,FALSE
20,54,57,"Emberiza calandra",1.26,1,FALSE
20,54,57,"Fringilla coelebs",1.96,4,FALSE
20,54,57,"Garrulus glandarius",1.22,1,FALSE
20,54,57,"Luscinia megarhynchos",3,4,FALSE
20,54,57,"Sylvia atricapilla",0.14,4,FALSE
20,55,58,"Emberiza calandra",1.24,1,FALSE
20,55,58,"Fringilla coelebs",1.54,4,TRUE
20,55,58,"Garrulus glandarius",2.22,1,FALSE
20,55,58,"Luscinia megarhynchos",3,4,FALSE
20,56,59,"Emberiza calandra",0.24,1,FALSE
20,56,59,"Fringilla coelebs",0.54,4,FALSE
20,56,59,"Garrulus glandarius",2.33,1,FALSE
20,56,59,"Luscinia megarhynchos",3,4,FALSE
20,57,60,"Garrulus glandarius",1.33,1,FALSE
20,57,60,"Luscinia megarhynchos",3,4,FALSE
20,57,60,"Sylvia atricapilla",0.42,4,FALSE
21,0,3,"Emberiza calandra",1.48,1,FALSE
21,1,4,"Emberiza calandra",1.5,1,FALSE
21,2,5,"Emberiza calandra",1.02,1,FALSE
21,3,6,"Corvus corone",0.02,1,FALSE
21,3,6,"Emberiza calandra",0.02,1,FALSE
21,4,7,"Corvus corone",1.02,1,FALSE
21,5,8,"Corvus corone",2.02,1,FALSE
21,6,9,"Corvus corone",3,1,FALSE
21,7,10,"Corvus corone",2.99,1,FALSE
21,8,11,"Corvus corone",1.99,1,FALSE
21,9,12,"Corvus corone",0.99,1,FALSE
21,14,17,"Sylvia atricapilla",0.07,1,FALSE
21,15,18,"Sylvia atricapilla",1.07,1,FALSE
21,16,19,"Sylvia atricapilla",2.07,1,TRUE
21,17,20,"Sylvia atricapilla",2.78,1,TRUE
21,18,21,"Sylvia atricapilla",1.78,1,TRUE
21,19,22,"Sylvia atricapilla",0.78,1,TRUE
21,20,23,"Corvus corone",0.95,1,FALSE
21,21,24,"Corvus corone",1.61,1,FALSE
21,21,24,"Emberiza citrinella",0.99,1,FALSE
21,22,25,"Corvus corone",1.61,1,FALSE
21,22,25,"Emberiza citrinella",1.78,1,FALSE
21,23,26,"Corvus corone",0.65,1,FALSE
21,23,26,"Emberiza citrinella",1.78,1,FALSE
21,24,27,"Emberiza citrinella",0.79,1,FALSE
21,25,28,"Sylvia atricapilla",0.82,1,FALSE
21,26,29,"Sylvia atricapilla",1.82,1,FALSE
21,27,30,"Corvus corone",0.93,1,FALSE
21,27,30,"Sylvia atricapilla",2.8,1,TRUE
21,28,31,"Corvus corone",1.93,1,FALSE
21,28,31,"Emberiza calandra",0.83,1,FALSE
21,28,31,"Sylvia atricapilla",1.98,1,FALSE
21,29,32,"Corvus corone",2.28,1,FALSE
21,29,32,"Emberiza calandra",1.73,1,FALSE
21,29,32,"Sylvia atricapilla",0.98,1,FALSE
21,30,33,"Corvus corone",1.34,1,FALSE
21,30,33,"Emberiza calandra",1.73,1,FALSE
21,31,34,"Corvus corone",0.34,1,FALSE
21,31,34,"Emberiza calandra",0.9,1,FALSE
21,31,34,"Emberiza citrinella",0.52,1,FALSE
21,32,35,"Emberiza citrinella",1.52,1,FALSE
21,33,36,"Emberiza citrinella",1.83,1,TRUE
21,34,37,"Emberiza citrinella",1.31,1,TRUE
21,35,38,"Emberiza citrinella",0.31,1,FALSE
21,35,38,"Sylvia atricapilla",0.52,1,FALSE
21,36,39,"Sylvia atricapilla",1.52,1,FALSE
21,37,40,"Sylvia atricapilla",2.52,1,TRUE
21,38,41,"Sylvia atricapilla",2.3,1,TRUE
21,39,42,"Sylvia atricapilla",1.3,1,TRUE
21,40,43,"Sylvia atricapilla",0.3,1,FALSE
21,42,45,"Emberiza citrinella",0.27,1,FALSE
21,43,46,"Emberiza citrinella",1.27,1,FALSE
21,44,47,"Emberiza citrinella",1.83,1,FALSE
21,45,48,"Emberiza citrinella",1.56,1,FALSE
21,45,48,"Sylvia atricapilla",0.49,1,FALSE
21,46,49,"Emberiza citrinella",0.56,1,FALSE
21,46,49,"Sylvia atricapilla",1.49,1,FALSE
21,47,50,"Sylvia atricapilla",2.49,1,FALSE
21,48,51,"Sylvia atricapilla",3,1,FALSE
21,49,52,"Sylvia atricapilla",2.46,1,TRUE
21,50,53,"Sylvia atricapilla",1.46,1,FALSE
21,51,54,"Sylvia atricapilla",0.46,1,FALSE
21,52,55,"Emberiza citrinella",0.7,1,TRUE
21,53,56,"Emberiza citrinella",1.7,1,TRUE
21,53,56,"Turdus merula",0.35,1,FALSE
21,54,57,"Emberiza citrinella",2.05,1,TRUE
21,54,57,"Turdus merula",1.35,1,FALSE
21,55,58,"Emberiza citrinella",1.35,1,FALSE
21,55,58,"Turdus merula",1.6,1,FALSE
21,56,59,"Emberiza citrinella",0.35,1,FALSE
21,56,59,"Turdus merula",1.25,1,FALSE
21,57,60,"Turdus merula",0.25,1,FALSE
22,0,3,"Luscinia megarhynchos",3,4,FALSE
22,0,3,"Otus scops",2.15,1,FALSE
22,0,3,"Strix aluco",0.39,1,FALSE
22,1,4,"Luscinia megarhynchos",3,4,FALSE
22,1,4,"Otus scops",3,1,FALSE
22,1,4,"Strix aluco",0.81,1,FALSE
22,2,5,"Luscinia megarhynchos",3,4,FALSE
22,2,5,"Otus scops",3,1,FALSE
22,2,5,"Strix aluco",0.81,1,FALSE
22,3,6,"Luscinia megarhynchos",3,4,FALSE
22,3,6,"Otus scops",3,1,FALSE
22,3,6,"Strix aluco",0.41,1,FALSE
22,4,7,"Luscinia megarhynchos",3,4,FALSE
22,4,7,"Otus scops",3,1,FALSE
22,5,8,"Luscinia megarhynchos",3,4,FALSE
22,5,8,"Otus scops",3,1,FALSE
22,6,9,"Luscinia megarhynchos",3,4,FALSE
22,6,9,"Otus scops",3,1,FALSE
22,7,10,"Luscinia megarhynchos",3,4,FALSE
22,7,10,"Otus scops",3,1,FALSE
22,7,10,"Strix aluco",0.99,1,FALSE
22,8,11,"Luscinia megarhynchos",3,4,FALSE
22,8,11,"Otus scops",3,1,FALSE
22,8,11,"Strix aluco",1.1,1,FALSE
22,9,12,"Luscinia megarhynchos",3,4,FALSE
22,9,12,"Otus scops",3,1,FALSE
22,9,12,"Strix aluco",1.1,1,FALSE
